Name,S1,S2,S3,S4,S5,S6,Cluster
"COLUMN:  78  - Popn count (2015) (per 100,000)",0.00026304015614252483,0.00022212503190514752,4.031754950908466e-9,7.58868605604587e-18,5.9465513461145584e-18,0.00012642957648543866,F
COLUMN: 21 | CATEGORY: '2016 ELECTION' | VARIABLE: '' | UNITS: '(%)'' | COVERAGE: '100.0%',0.07357464928997937,5.27310463068562e-18,0.00033002894495945894,0.0005182318335091593,0.001955914531069837,0.0021318097903940225,A
COLUMN: 998 | CATEGORY: 'COVID-19 (05-07-2020)' | VARIABLE: 'Case rate (per million)' | UNITS: 'Rate'' | COVERAGE: '100.0%',3.4352797317655727e-6,0.16802981594891067,0.031219639309617894,0.37966118169862,5.9465513461145584e-18,4.740943973314567e-18,D
COLUMN: 999 | CATEGORY: 'COVID-19 (05-07-2020)' | VARIABLE: 'Death rate (per million)' | UNITS: 'Rate'' | COVERAGE: '100.0%',2.1875712288716397e-17,0.5629181537004343,0.21455957134004278,7.58868605604587e-18,5.9465513461145584e-18,4.740943973314567e-18,C
COLUMN: 1000 | CATEGORY: 'COVID-19 (05-07-2020)' | VARIABLE: 'Worst week - cases (weekly cases per million)' | UNITS: 'Rate'' | COVERAGE: '100.0%',2.1875712288716397e-17,0.0364037278148849,0.011653136970135357,0.20433350938749403,0.001107426825061774,4.740943973314567e-18,D
COLUMN: 1001 | CATEGORY: 'COVID-19 (05-07-2020)' | VARIABLE: 'Worst week - deaths (weekly deaths per million)' | UNITS: 'Rate'' | COVERAGE: '78.5%',2.1875712288716397e-17,5.27310463068562e-18,1.0,7.58868605604587e-18,5.9465513461145584e-18,4.740943973314567e-18,C
COLUMN: 1002 | CATEGORY: 'COVID-19 (06-17-2020)' | VARIABLE: 'Case rate (per million)' | UNITS: 'Rate'' | COVERAGE: '100.0%',2.1875712288716397e-17,0.2394643179480666,0.0062327780485339785,0.936808277480618,5.9465513461145584e-18,0.03820827993061854,D
COLUMN: 1003 | CATEGORY: 'COVID-19 (06-17-2020)' | VARIABLE: 'Death rate (per million)' | UNITS: 'Rate'' | COVERAGE: '100.0%',2.1875712288716397e-17,1.0,0.13947361120369411,7.58868605604587e-18,5.9465513461145584e-18,4.740943973314567e-18,F
COLUMN: 1004 | CATEGORY: 'COVID-19 (06-17-2020)' | VARIABLE: 'Worst week - cases (weekly cases per million)' | UNITS: 'Rate'' | COVERAGE: '95.7%',2.1875712288716397e-17,0.02642129994390608,2.376913989426003e-10,0.3988833941072442,0.024660500672858455,0.002457552666981492,D
COLUMN: 1005 | CATEGORY: 'COVID-19 (06-17-2020)' | VARIABLE: 'Worst week - deaths (weekly deaths per million)' | UNITS: 'Rate'' | COVERAGE: '59.9%',0.19704438233123872,0.18365516737239987,0.11337401005659722,0.030405287345031413,0.7651953321567302,4.740943973314567e-18,E
COLUMN: 1006 | CATEGORY: 'COVID-19 (07-27-2020)' | VARIABLE: 'Case rate (per million)' | UNITS: 'Rate'' | COVERAGE: '100.0%',0.2645671071333112,0.21425781805799676,0.002391561998056896,1.0,5.9465513461145584e-18,0.5479295828310596,D
COLUMN: 1007 | CATEGORY: 'COVID-19 (07-27-2020)' | VARIABLE: 'Death rate (per million)' | UNITS: 'Rate'' | COVERAGE: '100.0%',2.1875712288716397e-17,0.9298047949316787,0.06787781019775686,7.58868605604587e-18,0.3193095711534219,0.10783183207035477,F
COLUMN: 1008 | CATEGORY: 'COVID-19 (07-27-2020)' | VARIABLE: 'Worst week - cases (weekly cases per million)' | UNITS: 'Rate'' | COVERAGE: '98.8%',0.07359109169426861,0.0028705443830856444,0.0035120872007630005,0.3556338297342247,0.033160395438999235,0.1409310650890175,D
COLUMN: 1009 | CATEGORY: 'COVID-19 (07-27-2020)' | VARIABLE: 'Worst week - deaths (weekly deaths per million)' | UNITS: 'Rate'' | COVERAGE: '70.5%',0.20380057696485324,0.17516539566917666,0.117571332755859,0.039325278413618166,1.0,0.03148859611905616,E
COLUMN: 1010 | CATEGORY: 'COVID-19 (08-31-2020)' | VARIABLE: 'Case rate (per million)' | UNITS: 'Rate'' | COVERAGE: '100.0%',1.0,0.19754303411127644,5.811848520398924e-18,0.98092403627281,1.3320231095086617e-15,1.0,D
COLUMN: 1011 | CATEGORY: 'COVID-19 (08-31-2020)' | VARIABLE: 'Death rate (per million)' | UNITS: 'Rate'' | COVERAGE: '100.0%',2.1875712288716397e-17,0.7030329712041692,1.1329016325427924e-5,7.58868605604587e-18,0.7127074485185881,0.40234074074764187,F
COLUMN: 1012 | CATEGORY: 'COVID-19 (08-31-2020)' | VARIABLE: 'Worst week - cases (weekly cases per million)' | UNITS: 'Rate'' | COVERAGE: '99.5%',0.20886467906661116,5.27310463068562e-18,5.811848520398924e-18,0.3199965895740684,0.03090781282129324,0.21544653997052338,D
COLUMN: 1013 | CATEGORY: 'COVID-19 (08-31-2020)' | VARIABLE: 'Worst week - deaths (weekly deaths per million)' | UNITS: 'Rate'' | COVERAGE: '79.3%',0.1877522599915421,0.011374568433608265,0.07321963959031881,7.58868605604587e-18,0.9170086294350147,0.12789974909802665,E
COLUMN: 197 | CATEGORY: 'ATF' | VARIABLE: 'Gun shops' | UNITS: '(count)'' | COVERAGE: '97.9%',0.005368238290641434,5.27310463068562e-18,5.811848520398924e-18,7.58868605604587e-18,0.00015809866318897354,1.161724474815576e-5,A
COLUMN: 827 | CATEGORY: 'US Polciy Database' | VARIABLE: 'RNTGP Renter grace period or use of security deposit to pay rent renter_grace start date' | UNITS: 'Date'' | COVERAGE: '0.9%',2.1875712288716397e-17,5.27310463068562e-18,5.811848520398924e-18,7.58868605604587e-18,5.9465513461145584e-18,4.740943973314567e-18,C
COLUMN: 198 | CATEGORY: 'ATF' | VARIABLE: 'All fire busin-esses' | UNITS: '(count)'' | COVERAGE: '98.2%',0.006221789344685302,5.27310463068562e-18,5.811848520398924e-18,7.58868605604587e-18,0.00018336181402482467,1.8011756010872168e-5,A
COLUMN: 336 | CATEGORY: 'County Health Rankings & Roadmaps (http://www.countyhealthrankings.org/explore-health-rankings)' | VARIABLE: 'Demographics' | UNITS: '% Non-Hispanic White'' | COVERAGE: '100.0%',0.09155823336631423,0.000586244924755969,0.0004799505751058596,0.00028610040512560376,0.001141846653109235,0.0008326602826083789,A
"COLUMN: 535 | CATEGORY: 'IHME Cancer Mortality' | VARIABLE: 'Mortality Rate, 2014* Lip & oral cavity cancer' | UNITS: 'Rate'' | COVERAGE: '8.3%'",0.029993381308315074,0.0005836078983313128,0.003548077452510168,0.00034514905204090224,0.0015475953278248293,0.0030962501439253834,C
COLUMN: 372 | CATEGORY: 'Yale Climate Opinion' | VARIABLE: 'personalOppose' | UNITS: '%'' | COVERAGE: '100.0%',0.0824639092726152,0.000282036107180622,0.0005809605285572986,0.000322146170117228,0.0010476826573774575,0.0011937426019121003,A
"COLUMN: 553 | CATEGORY: 'IHME Cancer Mortality' | VARIABLE: 'Mortality Rate, 2014* Larynx cancer' | UNITS: 'Rate'' | COVERAGE: '8.3%'",0.02241485057453466,0.0008077624644403976,0.0059005478752241665,0.0002996239011095482,0.001208249323750055,0.002808541825332966,C
"COLUMN: 538 | CATEGORY: 'IHME Cancer Mortality' | VARIABLE: '% Change in Mortality Rate, 1980-2014 Nasopharynx cancer' | UNITS: 'Rate'' | COVERAGE: '8.3%'",0.054189389015079574,0.0016071525315309082,0.0013418611854577607,0.0002677830494337906,0.0003575729877243672,0.003910968442657724,A
