Name,S1,S2,S3,S4,Cluster
AL Autauga,0.09256181,0.11883614,0.14016515,0.6779551,B
AL Baldwin,0.033115912,0.059329297,0.3270563,0.5739802,A
AL Barbour,0.06514977,0.49817804,1.3036182e-16,0.5246934,C
AL Bibb,0.045124482,0.2299836,1.3036182e-16,0.76320225,B
AL Blount,0.013346506,0.122135855,7.3681633e-16,0.83187395,B
AL Bullock,0.34598356,0.606394,1.3036182e-16,0.27012134,C
AL Butler,0.3907721,0.22577325,7.3545755e-7,0.6152553,B
AL Calhoun,0.024738284,0.2606,0.039899215,0.7113971,B
AL Chambers,0.29836398,0.20491862,4.790933e-5,0.66824657,B
AL Cherokee,0.056573078,0.10610771,1.160222e-13,0.84110975,B
AL Chilton,0.033249263,0.22615884,1.3036182e-16,0.7645702,B
AL Choctaw,0.25367662,0.26397443,1.3036182e-16,0.60767764,B
AL Clarke,0.113971554,0.3406813,1.3036182e-16,0.5913039,C
AL Clay,0.07846128,0.13125052,1.3036182e-16,0.8165139,B
AL Cleburne,0.035056747,0.13899222,1.3036182e-16,0.8474677,B
AL Coffee,0.027206883,0.17836902,0.06720801,0.71870357,B
AL Colbert,0.07064727,0.13205041,0.06195321,0.7630198,B
AL Conecuh,0.18333755,0.26754868,1.3036182e-16,0.69367933,B
AL Coosa,0.061405435,0.21599385,1.3036182e-16,0.7528588,B
AL Covington,0.101786666,0.117405534,7.6550165e-13,0.82631636,B
AL Crenshaw,0.17078675,0.2247443,1.3036182e-16,0.70035625,B
AL Cullman,0.02273048,0.09021487,5.8701124e-5,0.8813154,B
AL Dale,0.09387288,0.18370931,0.032649603,0.7216866,B
AL Dallas,0.16082151,0.621213,1.3036182e-16,0.40426755,C
AL DeKalb,0.038565323,0.23439074,1.3036182e-16,0.7572877,B
AL Elmore,0.09396608,0.13338868,0.12700005,0.69024384,B
AL Escambia,0.10450662,0.23199403,1.3036182e-16,0.7219859,B
AL Etowah,0.06250376,0.2011239,0.022279542,0.7660696,B
AL Fayette,0.07088119,0.0741298,1.3036182e-16,0.9156809,B
AL Franklin,0.16103727,0.2684143,1.3036182e-16,0.6967495,B
AL Geneva,0.007975111,0.1712,1.3036182e-16,0.8220073,B
AL Greene,0.3116623,0.5448632,1.3036182e-16,0.37965083,C
AL Hale,0.3533239,0.3868103,1.3036182e-16,0.4748037,C
AL Henry,0.067413025,0.1732297,0.011285538,0.73974645,B
AL Houston,0.031716164,0.19369105,0.07677994,0.6979107,B
AL Jackson,0.032982454,0.09739938,1.3036182e-16,0.88250023,B
AL Jefferson,0.07591907,0.33542988,0.34911978,0.34714797,C
AL Lamar,0.035189506,0.07912841,1.3036182e-16,0.9041696,B
AL Lauderdale,0.031827282,0.09829853,0.1543481,0.71805936,B
AL Lawrence,0.007818558,0.13677341,1.3036182e-16,0.8507982,B
AL Lee,0.09320654,0.21457021,0.33319438,0.41028053,A
AL Limestone,0.021811042,0.11640336,0.16035242,0.68188107,B
AL Lowndes,0.5532497,0.48843044,1.3036182e-16,0.32976547,C
AL Macon,0.16174264,0.64044464,1.5722211e-8,0.3461023,C
AL Madison,0.017431187,0.17176808,0.4199486,0.4082221,A
AL Marengo,0.18904899,0.373399,1.3036182e-16,0.5404796,C
AL Marion,0.1669983,0.05378464,1.3036182e-16,0.88279706,B
AL Marshall,0.0880223,0.21247703,0.0004951293,0.76241803,B
AL Mobile,0.11844314,0.28683668,0.1983975,0.48984608,C
AL Monroe,0.07839761,0.28957924,1.3036182e-16,0.6771547,B
AL Montgomery,0.13826577,0.49148792,0.23715167,0.2596641,C
AL Morgan,0.0293384,0.18539308,0.11283788,0.70198333,B
AL Perry,0.13706315,0.6115064,1.3036182e-16,0.4673851,C
AL Pickens,0.116187915,0.30331597,7.63335e-12,0.66556114,B
AL Pike,0.058329355,0.3636253,0.056240145,0.57843524,C
AL Randolph,0.13122846,0.1479126,1.2492803e-12,0.77858466,B
AL Russell,0.008531458,0.4597296,1.1669448e-5,0.54645395,C
AL St Clair,0.036710225,0.078951456,0.072486855,0.79346555,B
AL Shelby,0.0519125,0.023391582,0.4412172,0.43931368,A
AL Sumter,0.31265113,0.51195997,1.3403558e-15,0.37527624,C
AL Talladega,0.034191612,0.29129753,3.85095e-8,0.70170003,B
AL Tallapoosa,0.45877147,0.019986583,0.097393826,0.6674962,B
AL Tuscaloosa,0.07745776,0.22789943,0.28912959,0.45842516,A
AL Walker,0.15966561,0.1363371,1.3036182e-16,0.8482878,B
AL Washington,0.15535374,0.20512758,1.3036182e-16,0.7151564,B
AL Wilcox,0.3172643,0.49763104,1.3036182e-16,0.42270824,C
AL Winston,0.070871666,0.13463068,1.3036182e-16,0.8694767,B
AK Fairbanks North Star,0.0046061706,0.3703149,0.45296863,0.1324046,D
AK Denali,5.6807575e-17,0.34525493,0.5397649,0.09263336,D
AK Yukon-Koyukuk,0.011696602,0.3993466,0.4504899,0.21526413,D
AK Southeast Fairbanks,5.6807575e-17,0.49307802,0.24176618,0.35264757,C
AK Valdez-Cordova,5.6807575e-17,0.31190556,0.44183478,0.2915205,D
AK Matanuska-Susitna,0.0014363878,0.18777409,0.45172197,0.35799497,A
AK Anchorage,0.0030086264,0.47213644,0.38073355,0.21264778,C
AK Kenai Peninsula,0.008282132,0.14522858,0.54609233,0.297924,D
AK Kodiak Island,5.6807575e-17,0.16377513,0.5489842,0.2984095,D
AK Yakutat,5.6807575e-17,0.30664274,0.3620887,0.3053243,C
AK Juneau,0.02264603,0.11188506,0.70194477,0.21777777,D
AK Hoonah-Angoon,5.6807575e-17,0.22609939,0.44342223,0.3432696,A
AK Skagway,5.6807575e-17,0.18391274,0.61201435,0.26846933,D
AK Haines,5.6807575e-17,0.31041282,0.4526103,0.24532299,D
AK Prince of Wales-Hyder,5.6807575e-17,0.6303784,0.20291981,0.281328,C
AK Petersburg,0.096138865,0.44266465,0.29231766,0.28599524,C
AK Sitka,5.6807575e-17,0.20784177,0.5457672,0.27474454,D
AK Ketchikan Gateway,5.6807575e-17,0.4973158,0.29273963,0.32220724,C
AK Wrangell,5.6807575e-17,0.44241178,0.31072628,0.28011963,C
AK Aleutians East,5.6807575e-17,0.54870164,0.22227992,0.2814665,C
AK Dillingham,5.6807575e-17,0.40497875,0.31830812,0.33204675,C
AK Aleutians West,5.6807575e-17,0.34050173,0.37897995,0.26972082,C
AK Lake and Peninsula,5.6807575e-17,0.3677756,0.32987896,0.28410625,C
AK Bristol Bay,5.6807575e-17,0.17080972,0.48895594,0.35703108,A
AK Bethel,5.6807575e-17,0.42395654,0.33636975,0.24285714,C
AK Kusilvak,5.6807575e-17,0.42422178,0.30863196,0.2612089,C
AK Nome,5.6807575e-17,0.41205907,0.27572784,0.3463797,C
AK Northwest Arctic,5.6807575e-17,0.56514925,0.27247915,0.17265476,C
AK North Slope,5.6807575e-17,0.52439296,0.26336187,0.21777228,C
AZ Apache,0.2655623,0.599301,0.16911486,0.1908329,C
AZ Cochise,0.034966163,0.26161933,0.39701673,0.35843092,A
AZ Coconino,0.12876852,0.28943902,0.603757,0.07789846,D
AZ Gila,0.064127415,0.2015604,0.24878177,0.5748689,B
AZ Graham,0.02666607,0.35269895,0.26020205,0.39176548,C
AZ Greenlee,0.023271646,0.27158955,0.28411964,0.41304716,C
AZ La Paz,0.08630442,0.30427098,0.1760865,0.48937383,C
AZ Maricopa,0.061163936,0.33496445,0.783285,0.007483594,D
AZ Mohave,0.093699425,0.16325241,0.22950195,0.61027974,B
AZ Navajo,0.25463456,0.4379712,0.23737898,0.26634824,C
AZ Pima,0.06465752,0.28685603,0.67325705,0.0904217,D
AZ Pinal,0.043717124,0.23999698,0.45700362,0.28187275,D
AZ Santa Cruz,0.1850346,0.5245935,0.43100291,3.9078375e-7,D
AZ Yavapai,0.033310108,0.0569433,0.46776953,0.47210306,A
AZ Yuma,0.14978796,0.50160617,0.3541687,0.11235775,C
AR Arkansas,0.004338055,0.29687473,6.7423905e-5,0.74447536,B
AR Ashley,0.035080407,0.25191456,5.67923e-12,0.7581193,B
AR Baxter,5.6807575e-17,8.044002e-17,0.1426654,0.8379939,B
AR Benton,0.019350152,0.16853365,0.40988064,0.40870193,A
AR Boone,0.004482144,0.015405221,0.11629241,0.8372675,B
AR Bradley,0.058399465,0.3621354,3.195395e-10,0.65684366,B
AR Calhoun,5.6807575e-17,0.16693829,1.3036182e-16,0.82729053,B
AR Carroll,0.026925843,0.20176575,0.12257113,0.6603088,B
AR Chicot,0.15733847,0.5567283,5.210343e-15,0.4842479,C
AR Clark,1.1638146e-12,0.29179776,0.15149951,0.57494664,B
AR Clay,0.0432379,0.13228595,0.000119104625,0.870339,B
AR Cleburne,0.05834153,8.044002e-17,0.07903888,0.85874355,B
AR Cleveland,0.034351025,0.1381629,2.3093584e-8,0.81307,B
AR Columbia,0.05534697,0.27651444,0.054231495,0.67818195,B
AR Conway,0.029915806,0.16019666,0.10678338,0.73053503,B
AR Craighead,0.008249314,0.2600908,0.18922402,0.56974655,B
AR Crawford,0.0042667547,0.13135926,0.07470416,0.7911679,B
AR Crittenden,0.09690859,0.59187824,0.0282725,0.41777375,C
AR Cross,0.03401591,0.21477064,9.0441477e-10,0.79509926,B
AR Dallas,7.968769e-11,0.40290785,1.3036182e-16,0.660198,C
AR Desha,0.025013095,0.45239136,1.3036182e-16,0.57993305,C
AR Drew,0.025905428,0.2848897,0.0734369,0.63613194,B
AR Faulkner,0.006228704,0.12704402,0.323404,0.5330308,A
AR Franklin,0.0055250097,0.094645806,0.033002593,0.866571,B
AR Fulton,5.6807575e-17,0.05037023,2.0458381e-10,0.9430954,B
AR Garland,0.011466143,0.18636481,0.1882728,0.6816364,B
AR Grant,0.002722956,0.039023,0.109236546,0.8409219,B
AR Greene,0.0032857296,0.08067183,0.05846839,0.8729552,B
AR Hempstead,0.015149558,0.376192,1.3036182e-16,0.64966017,C
AR Hot Spring,0.090671584,0.18260282,0.0103476625,0.79304945,B
AR Howard,0.03263641,0.36740214,6.644075e-11,0.6488261,C
AR Independence,2.2594282e-10,0.16176635,0.056300577,0.7708282,B
AR Izard,0.013086872,0.04037709,0.032957606,0.92639804,B
AR Jackson,0.002545364,0.22412394,1.3036182e-16,0.81730354,B
AR Jefferson,0.14473155,0.49554795,0.095673375,0.41014057,C
AR Johnson,0.0061898096,0.26300165,0.06324653,0.6603217,B
AR Lafayette,0.07027747,0.24388187,1.4533992e-16,0.7543351,B
AR Lawrence,0.14605111,1.06909836e-13,0.06926903,0.8736865,B
AR Lee,0.47324812,0.49798483,7.741946e-12,0.34665778,C
AR Lincoln,0.60075647,0.2260531,0.0073677776,0.50005287,C
AR Little River,0.09254907,0.13548742,0.004368702,0.8255704,B
AR Logan,5.6807575e-17,0.13435537,4.2403662e-13,0.87659645,B
AR Lonoke,0.001735434,0.08745923,0.17186095,0.7069971,B
AR Madison,0.023886586,0.13769647,0.06262254,0.77155936,B
AR Marion,5.6807575e-17,0.008267293,0.051243197,0.9528948,B
AR Miller,0.0128313145,0.293355,0.03402654,0.6916934,B
AR Mississippi,0.034215845,0.49649152,8.966844e-16,0.5667147,C
AR Monroe,5.6807575e-17,0.42738938,1.3036182e-16,0.636214,C
AR Montgomery,0.002310908,0.13811532,1.3036182e-16,0.86395746,B
AR Nevada,0.18263322,0.25668594,1.3036182e-16,0.6957844,B
AR Newton,0.119613625,4.565556e-5,0.06309532,0.83896524,B
AR Ouachita,0.00078974024,0.31890848,0.0065469956,0.71779245,B
AR Perry,0.00022810326,0.087759174,0.060354892,0.84317625,B
AR Phillips,0.055119757,0.62649506,1.3036182e-16,0.44837222,C
AR Pike,0.0052653216,0.1472705,1.3036182e-16,0.8593183,B
AR Poinsett,0.03753018,0.25260654,1.3036182e-16,0.7936523,B
AR Polk,8.3123005e-12,0.19340166,1.3036182e-16,0.824069,B
AR Pope,0.022829939,0.17107569,0.14698845,0.6758819,B
AR Prairie,5.6807575e-17,0.13525942,2.6604808e-5,0.8533541,B
AR Pulaski,0.031087704,0.3779945,0.40977326,0.27721038,C
AR Randolph,0.048591185,0.07877526,0.03773428,0.86336523,B
AR Saline,0.0026557061,0.3234285,0.03914864,0.6687165,B
AR Scott,5.6807575e-17,0.10148752,0.17210701,0.7153943,B
AR Searcy,5.6807575e-17,0.1389985,1.3036182e-16,0.8714398,B
AR Sebastian,0.016685527,0.14703916,0.09672509,0.7601138,B
AR Sevier,0.17627047,0.31898853,0.08979559,0.53283095,C
AR Sharp,0.033783294,0.30516246,1.3036182e-16,0.7126972,B
AR St Francis,0.13461171,0.31867105,0.01275857,0.62759113,B
AR Stone,0.009193889,0.13475962,0.02371012,0.8317968,B
AR Union,0.07307359,0.28544426,0.026961055,0.70263463,B
AR Van Buren,0.03071467,0.041823816,0.0523269,0.89745533,B
AR Washington,0.042011283,0.24580437,0.4410265,0.31740096,D
AR White,0.0046501756,0.11212218,0.13523197,0.7447353,B
AR Woodruff,5.6807575e-17,0.2678163,1.3036182e-16,0.7604072,B
AR Yell,0.15092897,0.3070798,1.5152e-14,0.66580933,B
CA Alameda,0.011212773,0.29801226,0.7531322,1.6442369e-16,D
CA Alpine,5.6807575e-17,0.16447328,0.5544006,0.33301896,D
CA Amador,0.014773005,0.0882793,0.44187966,0.46733978,A
CA Butte,0.00080425275,0.17890699,0.54024845,0.31356758,D
CA Calaveras,0.0022078797,0.019887134,0.4843996,0.48400006,A
CA Colusa,0.0049734632,0.48044068,0.3709062,0.16903305,C
CA Contra Costa,0.008904956,0.27363735,0.78004825,1.6442369e-16,D
CA Del Norte,5.6807575e-17,0.28546876,0.3474717,0.4212646,C
CA El Dorado,0.00026708757,0.011854852,0.7039908,0.2608735,D
CA Fresno,0.008762824,0.6017709,0.47919807,0.023038456,D
CA Glenn,0.05934358,0.33097354,0.31150278,0.34362304,C
CA Humboldt,0.0029586258,0.19287743,0.5681921,0.28857496,D
CA Imperial,0.15547992,0.6419584,0.35769475,1.6442369e-16,C
CA Inyo,0.045711722,0.1413566,0.49031562,0.33902255,A
CA Kern,0.013348328,0.5767902,0.41211993,0.105586246,C
CA Kings,0.043648295,0.566915,0.41761917,0.07133708,C
CA Lake,5.6807575e-17,0.24769816,0.38755152,0.4230557,A
CA Lassen,5.6807575e-17,0.1845912,0.3378584,0.46055663,A
CA Los Angeles,0.052506126,0.402386,0.76897335,1.6442369e-16,D
CA Madera,0.009267627,0.51870817,0.38985154,0.14464939,C
CA Marin,0.058747217,0.046161395,0.94306815,1.6442369e-16,D
CA Mariposa,0.016982723,0.06734121,0.4846994,0.430018,A
CA Mendocino,0.0007255909,0.3283661,0.48391575,0.23709506,D
CA Merced,0.008959853,0.6286487,0.40826085,0.048724107,C
CA Modoc,5.6807575e-17,0.1173297,0.372899,0.5255948,A
CA Mono,0.027254974,0.18298952,0.66214997,0.10874781,D
CA Monterey,0.003625339,0.4486198,0.5933766,1.6442369e-16,D
CA Napa,0.0069172885,0.259584,0.74328864,0.045285255,D
CA Nevada,0.0035944968,0.012596129,0.66584074,0.2991799,D
CA Orange,0.01815189,0.27184013,0.8058281,1.6442369e-16,D
CA Placer,0.009274581,0.017608028,0.7907174,0.15679091,D
CA Plumas,5.6807575e-17,0.014977736,0.46704593,0.52861565,A
CA Riverside,0.03612975,0.425616,0.64281166,1.4391365e-12,D
CA Sacramento,0.008207028,0.3981178,0.69426095,6.224039e-6,D
CA San Benito,0.007267786,0.38784268,0.6222303,0.008011476,D
CA San Bernardino,0.021005137,0.54798406,0.5501633,2.8923028e-10,D
CA San Diego,0.017471848,0.2703643,0.81162554,1.6442369e-16,D
CA San Francisco,0.008761291,0.2629489,0.7840339,1.6442369e-16,D
CA San Joaquin,0.018302968,0.5471832,0.50955594,0.025900304,D
CA San Luis Obispo,0.002157852,0.11937306,0.7713791,0.12133432,D
CA San Mateo,0.020046543,0.18780723,0.82803124,1.6442369e-16,D
CA Santa Barbara,0.011698445,0.34753186,0.68674624,1.6442369e-16,D
CA Santa Clara,0.011478732,0.21484213,0.8251613,1.6442369e-16,D
CA Santa Cruz,0.0009974522,0.26581347,0.7688665,1.6442369e-16,D
CA Shasta,0.005228755,0.08445952,0.44234058,0.5122093,A
CA Sierra,5.6807575e-17,1.5220158e-8,0.47499907,0.50516236,A
CA Siskiyou,5.6807575e-17,0.103059,0.44419137,0.48610926,A
CA Solano,0.009555055,0.36776263,0.64941394,0.018521158,D
CA Sonoma,0.0030132134,0.24359438,0.7738309,0.0078453375,D
CA Stanislaus,0.02292112,0.4860081,0.47137338,0.10833497,D
CA Sutter,0.0048367362,0.36370683,0.44244757,0.20693715,D
CA Tehama,0.00095839024,0.21870282,0.3336195,0.4801855,A
CA Trinity,5.6807575e-17,0.10617123,0.37845668,0.5456973,A
CA Tulare,0.045847494,0.57697177,0.3797309,0.08652706,C
CA Tuolumne,0.0018622306,0.036756996,0.4862503,0.48124638,A
CA Ventura,0.008719073,0.27337116,0.74814886,6.829327e-10,D
CA Yolo,0.023553936,0.29064605,0.71096295,1.6442369e-16,D
CA Yuba,0.0021002044,0.3958316,0.359513,0.29299146,C
CO Adams,0.055145998,0.32742825,0.61926174,0.04298917,D
CO Alamosa,0.07327737,0.3016884,0.35871837,0.3094787,C
CO Arapahoe,0.111804776,0.09834739,0.7923513,0.07058203,D
CO Archuleta,5.6807575e-17,0.034273222,0.51677835,0.37343884,A
CO Baca,0.00080649526,0.07951613,0.18459931,0.71743625,B
CO Bent,5.6807575e-17,0.25901517,0.12212735,0.60737884,B
CO Boulder,0.049252678,0.0695276,0.8747237,0.036026936,D
CO Broomfield,0.089504465,0.0023061458,0.82996625,0.11198935,D
CO Chaffee,0.22315525,8.044002e-17,0.48437446,0.3431535,A
CO Cheyenne,5.6807575e-17,0.091393605,0.23464464,0.6245514,B
CO Clear Creek,0.034247067,8.044002e-17,0.6938037,0.23268293,D
CO Conejos,5.6807575e-17,0.34211197,0.22367774,0.38952222,C
CO Costilla,5.6807575e-17,0.45180246,0.1523883,0.40045127,C
CO Crowley,0.07182328,0.24961407,0.104494,0.58538777,B
CO Custer,5.6807575e-17,0.00023798175,0.3887842,0.5482999,A
CO Delta,0.009244578,0.05408996,0.31164956,0.60880625,A
CO Denver,0.105927154,0.276933,0.7222832,1.6442369e-16,D
CO Dolores,5.6807575e-17,8.044002e-17,0.2801938,0.67563397,A
CO Douglas,0.02455235,0.033837352,0.85989046,0.036820292,D
CO Eagle,0.051924367,0.14759548,0.77494806,7.0778236e-12,D
CO El Paso,0.03769609,0.00034653948,0.5581132,0.32592413,A
CO Elbert,0.01427977,0.05203711,0.62993675,0.32224745,D
CO Fremont,5.6807575e-17,0.10346464,0.2650123,0.60975516,A
CO Garfield,0.008969449,0.22794479,0.56255406,0.17681545,D
CO Gilpin,5.6807575e-17,8.044002e-17,0.64331645,0.30499852,D
CO Grand,0.00918142,7.673599e-5,0.6804156,0.25844032,D
CO Gunnison,0.106842235,0.015406608,0.70590997,0.15677948,D
CO Hinsdale,5.6807575e-17,8.044002e-17,0.4380487,0.4545647,A
CO Huerfano,0.012233238,0.18069087,0.31780958,0.5074065,A
CO Jackson,5.6807575e-17,0.036876716,0.40372857,0.49299985,A
CO Jefferson,0.07194707,0.0016934242,0.773465,0.17237197,D
CO Kiowa,5.6807575e-17,0.054610435,0.14646716,0.75887436,B
CO Kit Carson,0.0877504,0.11664427,0.21778679,0.58375657,B
CO La Plata,0.0029770005,0.11453354,0.5865931,0.26685974,D
CO Lake,5.6807575e-17,0.121596105,0.60877585,0.18119682,D
CO Larimer,0.017916664,0.011336509,0.79778945,0.14538746,D
CO Las Animas,5.6807575e-17,0.20746212,0.29652968,0.4758048,A
CO Lincoln,5.6807575e-17,0.13118722,0.27596802,0.54285824,A
CO Logan,0.13370898,0.095104866,0.31665677,0.52444816,A
CO Mesa,5.6807575e-17,0.059851024,0.4567843,0.463753,A
CO Mineral,0.036762305,0.016110504,0.44206512,0.45633405,A
CO Moffat,0.0036728412,0.11926591,0.2842535,0.54837257,A
CO Montezuma,0.023551356,0.08495288,0.337586,0.5291005,A
CO Montrose,0.062133037,0.06845231,0.36022606,0.50024056,A
CO Morgan,0.30620626,0.2130827,0.28821003,0.34538412,C
CO Otero,0.02234054,0.27136698,0.19673069,0.53417945,B
CO Ouray,0.062952675,8.044002e-17,0.6073463,0.27881995,D
CO Park,0.0060710036,8.044002e-17,0.48889965,0.40010062,A
CO Phillips,5.6807575e-17,0.12687014,0.29792574,0.5415005,A
CO Pitkin,0.047088124,0.010001548,0.8614796,0.056650307,D
CO Prowers,5.6807575e-17,0.23635004,0.19819039,0.5393395,B
CO Pueblo,0.023868302,0.23389326,0.39084816,0.3770768,A
CO Rio Blanco,5.6807575e-17,0.002152249,0.44136372,0.49043468,A
CO Rio Grande,0.017041415,0.3193809,0.22008543,0.4350377,C
CO Routt,0.054184895,1.1332711e-6,0.77029806,0.13716368,D
CO Saguache,0.07822123,0.36370885,0.22637391,0.34334317,C
CO San Juan,5.6807575e-17,0.060636494,0.5355343,0.39538735,A
CO San Miguel,5.6807575e-17,0.05878892,0.73292106,0.13123025,D
CO Sedgwick,0.019644836,0.08424884,0.2365003,0.65391266,B
CO Summit,0.025967617,0.10787004,0.82330936,0.006813031,D
CO Teller,0.01963268,8.044002e-17,0.5161519,0.43162745,A
CO Washington,0.015957374,0.050551362,0.25440502,0.641025,B
CO Weld,0.088208266,0.13182671,0.5297777,0.25157797,D
CO Yuma,5.6807575e-17,0.20035374,0.26953748,0.4992693,A
CT Tolland,0.10069251,0.08957885,0.88437104,0.024513818,D
CT New Haven,0.2866214,0.14953491,0.7900557,1.7644734e-16,D
CT Windham,0.044198837,8.044002e-17,0.64271075,0.3054035,D
CT Hartford,0.34322307,8.044002e-17,0.81058013,0.038993485,D
CT Litchfield,0.2022303,2.796971e-8,0.7794844,0.18202686,D
CT Fairfield,0.36781394,1.1920766e-11,0.88175994,2.0240107e-6,D
CT New London,0.10214362,5.351019e-6,0.7996282,0.15660475,D
CT Middlesex,0.23255967,8.044002e-17,0.7142403,0.20599525,D
DE New Castle,0.1257149,0.18980448,0.5863302,0.23686923,D
DE Kent,0.14066668,0.11605345,0.61375874,0.23327374,D
DE Sussex,0.21660173,0.05310229,0.4731583,0.39627793,A
DC DC,0.18042435,0.32497588,0.6988403,1.6442369e-16,D
FL Alachua,0.01205307,0.2941994,0.6261862,0.094379306,D
FL Baker,0.043510135,0.23835231,0.0793323,0.6801836,B
FL Bay,0.02787964,0.22447081,0.30750766,0.49786112,A
FL Bradford,0.029021773,0.28115723,0.08452528,0.6578894,B
FL Brevard,0.021064462,0.13802885,0.49754256,0.38674673,A
FL Broward,0.06763959,0.4246886,0.64878595,1.6442369e-16,D
FL Calhoun,0.10017859,0.2843904,0.058559835,0.63781995,B
FL Charlotte,0.08661728,0.029914282,0.39451215,0.5396787,A
FL Citrus,0.032774728,0.0837069,0.23698036,0.6864403,B
FL Clay,0.0463655,0.12251239,0.38054693,0.47214225,A
FL Collier,0.053050764,0.23214684,0.5971746,0.17920035,D
FL Columbia,0.05568212,0.2940867,0.10648456,0.62214416,B
FL Desoto,0.07976884,0.50585675,0.106130525,0.37538403,C
FL Dixie,0.04459452,0.28385836,0.051075067,0.7185839,B
FL Duval,0.026560681,0.36763617,0.48972467,0.22040476,D
FL Escambia,0.06741825,0.2675605,0.37393337,0.359059,C
FL Flagler,0.014909443,0.09326258,0.40712315,0.4831209,A
FL Franklin,0.015766295,0.30108696,0.12892269,0.6045133,B
FL Gadsden,0.069146045,0.6644725,0.104488954,0.28643426,C
FL Gilchrist,0.030866314,0.21366465,0.09817809,0.6818577,B
FL Glades,0.050437976,0.4200982,0.08628909,0.48702627,C
FL Gulf,0.072289,0.24342057,0.10957365,0.6293947,B
FL Hamilton,0.10289589,0.4757669,0.055013586,0.50188446,C
FL Hardee,0.028059788,0.56046176,0.07185073,0.3753832,C
FL Hendry,0.1364536,0.7052304,0.13238895,0.1661815,C
FL Hernando,0.023616413,0.1222099,0.25558114,0.623467,B
FL Highlands,0.04054334,0.24386398,0.1903482,0.5584755,B
FL Hillsborough,0.029025419,0.39221898,0.57094926,0.09452904,D
FL Holmes,0.013051272,0.25154877,0.044126134,0.74384516,B
FL Indian River,0.050842624,0.100286655,0.44030702,0.45121565,A
FL Jackson,0.13244206,0.32002532,0.08203561,0.57627344,C
FL Jefferson,0.085245915,0.34705988,0.14389072,0.478356,C
FL Lafayette,0.11312333,0.46739942,0.05107229,0.5324819,C
FL Lake,0.023404846,0.17887543,0.38892114,0.44334847,A
FL Lee,0.059383456,0.23059216,0.510831,0.27164394,D
FL Leon,0.009224011,0.3058504,0.6462052,0.08406322,D
FL Levy,0.008194033,0.25208014,0.10467984,0.65973186,B
FL Liberty,0.20752373,0.3031655,0.083468445,0.55638725,C
FL Madison,0.110765226,0.4349823,0.08129952,0.5002264,C
FL Manatee,0.08722784,0.16320619,0.5012736,0.32895407,D
FL Marion,0.027150571,0.22615352,0.27882063,0.5106551,A
FL Martin,0.08799824,0.0696426,0.54211664,0.37977633,A
FL Miami-Dade,0.101259075,0.57475656,0.4876096,1.6442369e-16,D
FL Monroe,0.022279538,0.27580476,0.59636205,0.18304504,D
FL Nassau,0.02243505,0.06270305,0.3390081,0.59112364,A
FL Okaloosa,0.024706863,0.13923372,0.44539478,0.4210472,A
FL Okeechobee,0.007000215,0.4565564,0.08319153,0.50358135,C
FL Orange,0.017463204,0.45566332,0.5933667,0.025939036,D
FL Osceola,0.022007018,0.5099918,0.39930132,0.12007717,C
FL Palm Beach,0.09352786,0.287806,0.72377634,0.03436304,D
FL Pasco,0.020184591,0.1864675,0.42092624,0.42821464,A
FL Pinellas,0.069630235,0.187716,0.59858465,0.26565176,D
FL Polk,0.044454608,0.37265563,0.31918082,0.33169937,C
FL Putnam,0.0411363,0.32656106,0.089834705,0.6001374,B
FL Santa Rosa,0.043478135,0.023118826,0.47301728,0.4165514,A
FL Sarasota,0.056107353,0.14780872,0.5105486,0.37040645,A
FL Seminole,0.03258296,0.13981141,0.49229464,0.35854864,A
FL St. Johns,0.020936292,0.03973133,0.5944947,0.3700318,A
FL St. Lucie,0.068173155,0.20651464,0.5418865,0.21455446,D
FL Sumter,0.052913364,0.029012784,0.37992266,0.53238815,A
FL Suwannee,0.17470315,0.27333006,0.096518114,0.6101306,B
FL Taylor,0.02105443,0.38684416,0.06878032,0.60157096,C
FL Union,0.041439224,0.37245283,0.04749597,0.6062195,C
FL Volusia,0.034422282,0.18152165,0.4410535,0.40944234,A
FL Wakulla,0.017104706,0.23615669,0.15569173,0.5967447,B
FL Walton,0.040594418,0.1273306,0.3072146,0.5666284,A
FL Washington,0.10814842,0.22319245,0.058235247,0.6989774,B
GA Appling,0.25523943,0.29711783,1.3036182e-16,0.6342554,B
GA Atkinson,0.11651318,0.46307597,1.3036182e-16,0.52806836,C
GA Bacon,0.15878269,0.27668303,1.3036182e-16,0.70025736,B
GA Baker,0.29606482,0.2612898,9.1174185e-10,0.5742302,B
GA Baldwin,0.24770766,0.31037536,0.14206967,0.44157737,C
GA Banks,0.054434355,0.17669338,1.7878166e-11,0.7705529,B
GA Barrow,0.09067595,0.18429737,0.19162671,0.5516408,B
GA Bartow,0.13061905,0.13887358,0.18197253,0.60640097,B
GA Ben Hill,0.09541771,0.38880366,1.3036182e-16,0.5967993,C
GA Berrien,0.041736618,0.24896912,1.3036182e-16,0.733893,B
GA Bibb,0.11420567,0.5376643,0.17453499,0.31345075,C
GA Bleckley,0.13144091,0.19992346,0.00035093605,0.72097045,B
GA Brantley,0.07265388,0.11734141,1.3036182e-16,0.83325773,B
GA Brooks,0.25724828,0.3073,0.0029085926,0.55421376,C
GA Bryan,0.0483929,0.20875451,0.28530997,0.46398902,A
