Name,S1,S2,S3,S4,S5
AL Autauga,9.734209,45.95153,15.041357,88.025536,78.25763
AL Baldwin,29.377256,52.74781,4.342954,51.26276,84.86973
AL Barbour,36.260372,0.557348,14.548851,173.36772,34.728554
AL Bibb,1.9009529e-5,12.926925,7.719892,148.00327,79.57032
AL Blount,0.00017234079,74.34103,1.7357503,101.42614,54.9591
AL Bullock,41.271706,7.0367544e-12,68.65013,167.6114,4.0198103e-7
AL Butler,0.7114602,17.430084,65.84228,142.79521,50.55487
AL Calhoun,20.330618,1.3283887,4.620616,127.95202,92.79172
AL Chambers,0.92441094,0.38798544,48.168587,136.02737,82.018394
AL Cherokee,1.5751833e-14,45.487843,8.247404,113.58861,71.672646
AL Chilton,5.751667,43.08313,5.8105965,139.00609,51.662403
AL Choctaw,0.024780724,33.31101,46.305283,146.86084,32.168785
AL Clarke,15.798444,8.80802,22.047865,147.49388,52.571697
AL Clay,1.5751833e-14,53.96075,11.582762,131.70772,46.21493
AL Cleburne,1.5751833e-14,50.977535,5.099662,134.28346,54.357372
AL Coffee,12.256825,53.61699,4.7779307,101.03755,62.87074
AL Colbert,2.1892786,25.998798,11.309982,102.29853,99.52558
AL Conecuh,6.405362e-12,9.982122,30.293247,175.31212,51.500412
AL Coosa,0.00092566083,31.517534,10.819411,138.63676,64.4792
AL Covington,1.5751833e-14,41.209995,14.9814,122.42709,68.3405
AL Crenshaw,8.717377e-8,50.64195,29.363323,141.34583,34.41434
AL Cullman,2.818065e-10,52.32774,2.8553278,105.8343,77.50495
AL Dale,7.9199133,44.513966,15.673086,110.70265,63.714806
AL Dallas,49.199818,3.9527585e-13,33.105797,188.911,7.1882296
AL DeKalb,8.890107,54.060917,6.9270434,135.61586,41.104282
AL Elmore,11.018976,38.1514,15.04583,93.15919,83.804794
AL Escambia,2.5715296,19.616966,17.242495,149.21931,61.36699
AL Etowah,10.755123,15.27091,10.042211,125.040146,88.45085
AL Fayette,1.5751833e-14,34.08831,8.705621,138.29079,70.78532
AL Franklin,20.95495,44.572826,27.565228,140.8477,29.404732
AL Geneva,1.5751833e-14,50.2161,1.210333,132.18077,57.3793
AL Greene,33.695328,3.8661369e-10,58.304462,190.9878,0.025774414
AL Hale,21.047728,5.069975e-6,62.818092,164.7153,26.773363
AL Henry,0.72786736,45.77332,11.759941,108.399124,68.48331
AL Houston,14.378629,27.773067,5.5436516,105.701805,82.71158
AL Jackson,1.5751833e-14,34.59455,4.0501194,125.21665,78.60441
