"78: ESRI Demographics - Popn count (2015) (per 100,000)",0.0026080897,0.030813722,2.3514535e-16,A
21: 2016 ELECTION - (%),0.21499403,0.18016113,0.93537176,B
466: COVID_06-17-2020 - Case rate (per million) (per million),0.07900724,0.039264318,2.3514535e-16,C
467: COVID_06-17-2020 - Death rate (per million) (per million),0.1055249,0.05600778,2.3514535e-16,C
468: COVID_06-17-2020 - Worst week - cases (weekly cases per million) (per million),0.02706126,0.008252348,0.0022912011,C
469: COVID_06-17-2020 - Worst week - deaths (weekly deaths per million) (per million),0.08469874,0.022475895,0.02991881,C
470: COVID_05-7-2020 - Case rate (per million) (per million),0.033421084,0.023065979,2.3514535e-16,C
471: COVID_05-7-2020 - Death rate (per million) (per million),0.057677336,0.04070236,2.3514535e-16,C
472: COVID_05-7-2020 - Worst week - cases (weekly cases per million) (per million),0.014347683,0.0064625153,0.00077000586,C
473: COVID_05-7-2020 - Worst week - deaths (weekly deaths per million) (per million),0.023284951,0.049930822,0.00049989787,A
"121: ESRI Demographics - Number of farms (per 100,000)",0.011249265,3.0955857e-16,0.17819421,B
81: ESRI Demographics - Popn density (2010) (ppl/mi2),0.0006612593,0.0113290725,2.3514535e-16,A
79: ESRI Demographics - Popn density (2015) (ppl/mi2),0.0006365889,0.01136107,2.3514535e-16,A
"197: - Gun shops (per 100,000)",0.0033099423,0.007752776,0.06882629,B
"198: - All fire businesses (per 100,000)",0.0032463353,0.011452576,0.07896848,B
266: County Health - Dentists (Dentist Rate),0.030947559,0.15000401,0.032326207,A
331: County Health - Demographics (% African American),0.40351668,0.016875891,2.3514535e-16,C
295: County Health - Premature age-adjusted mortality (Age-Adjusted Mortality (Hispanic)),0.31490093,0.032756075,0.1882621,C
"118: ESRI Demographics - Vacant housing (per 100,000)",0.023053516,0.04020466,0.0626495,B
437: Cities - LargetCity-County popn ratio (ppl/mi2),7.898638e-6,0.0019168851,2.3514535e-16,A
"117: ESRI Demographics - Number of housing units (per 100,000)",0.06774579,0.114984065,0.15558067,B
"112: ESRI Demographics - Household (married w/o children) (per 100,000)",0.11602495,0.36667338,0.6469295,B
"122: ESRI Demographics - Average farm size (per 100,000)",0.017721722,0.0038230822,0.017872386,C
265: County Health - Primary care physicians (PCP Rate),0.042770933,0.23116235,0.06453531,A
287: County Health - Air pollution - particulate matter (Average Daily PM2.5),0.3905709,0.33172274,0.3744269,B
308: County Health - HIV prevalence (HIV Prevalence Rate),0.1813283,0.058029745,2.3514535e-16,C
"428: 2016 Crime - ROBBERY (per 100,000)",0.14695802,0.05699412,2.3514535e-16,C
"109: ESRI Demographics - Household (one male) (per 100,000)",0.09002639,0.14149784,0.15597092,B
216: CDC WONDER - Suicide rate (rate),0.08914601,0.046581652,0.13312335,B
203: USDA Rural Influence - RUCC_2013 (#),0.3541785,3.0955857e-16,0.6850405,B
"431: 2016 Crime - LARCENY (per 100,000)",0.43729845,0.34654665,0.099308036,A
"123: ESRI Demographics - Acreage of crops (per 100,000)",0.00055673113,3.0955857e-16,0.043096453,B
105: ESRI Demographics - Median age (male) (years),0.1471328,0.30063573,0.50761604,B
182: 2010 IRS Taxes - State-local taxes ($/person),0.042079993,0.11678227,0.04992748,A
"114: ESRI Demographics - Household (female w/ children) (per 100,000)",0.65173984,0.21489616,0.18200897,C
243: County Health - Premature death (Years of Potential Life Lost Rate (Hispanic)),0.067111105,0.0019431263,0.05256025,C
316: County Health - Uninsured children (% Uninsured),0.1901908,0.07208659,0.26061818,B
"100: ESRI Demographics - Popn: Age 55-64 (per 100,000)",0.21793765,0.29014263,0.40760526,B
"83: ESRI Demographics - Popn: Black (per 100,000)",0.39551005,0.010552487,2.3514535e-16,C
104: ESRI Demographics - Median age (years),0.17771828,0.3106472,0.51557803,B
"86: ESRI Demographics - Popn: Hawaii/PI (per 100,000)",0.00073754543,0.005174331,2.3514535e-16,A
310: County Health - Limited access to healthy foods (% Limited Access),0.16620047,0.0456384,0.1082298,C
339: County Health - Demographics (% Rural),0.3213722,3.0955857e-16,0.8387006,B
"97: ESRI Demographics - Popn: Age 25-34 (per 100,000)",0.36244532,0.32687858,0.20082434,A
"102: ESRI Demographics - Popn: Age 75-84 (per 100,000)",0.09951964,0.12963997,0.26964453,B
399: Climate Change Survey - governor (%),0.61948186,0.6421721,0.08353051,A
"101: ESRI Demographics - Popn: Age 65-74 (per 100,000)",0.16617683,0.12822399,0.36685863,B
400: Climate Change Survey - governorOppose (%),0.06736744,0.16779925,0.7470658,B
"430: 2016 Crime - BURGLRY (per 100,000)",0.23672047,0.061451614,0.045115195,C
"462: Religion - Black Protestant (per 1,000)",0.28390518,0.00052933587,5.3143974e-15,C
258: County Health - Alcohol-impaired driving deaths (# Alcohol-Impaired Driving Deaths),0.027588027,3.0955857e-16,0.034008704,C
"427: 2016 Crime - RAPE (per 100,000)",0.043103408,0.039927386,0.017074015,A
286: County Health - Injury deaths (Injury Death Rate),0.2472082,0.04700256,0.2635323,C
"432: 2016 Crime - MVTHEFT (per 100,000)",0.20976079,0.116232954,0.017743768,C
"168: 2010 IRS Taxes - Joint returns (per 100,000)",0.027699415,0.16596182,0.19440947,B
106: ESRI Demographics - Median age (female) (years),0.21265526,0.32178167,0.5288547,B
377: Climate Change Survey - regulate (%),0.46511182,0.83691853,0.12128128,A
314: County Health - Insufficient sleep (% Insufficient Sleep),0.810381,0.18317248,0.2754744,C
180: 2010 IRS Taxes - State-local taxes ($M),3.500494e-16,0.11773272,0.01600732,A
