AL Autauga,0.21934605,0.1536779,0.6434318,A
AL Baldwin,0.11229312,0.2030273,0.67411417,A
AL Barbour,0.5774786,0.12270959,0.34257558,C
AL Bibb,0.3262946,0.004140553,0.6785262,A
AL Blount,0.15600972,1.3215708e-16,0.85992914,A
AL Bullock,0.92031986,0.18439306,4.6146797e-6,C
AL Butler,0.6013757,0.09206677,0.40284422,C
AL Calhoun,0.3747748,0.110684104,0.56000197,A
AL Chambers,0.53687114,0.07570464,0.45660415,C
AL Cherokee,0.2330579,1.3215708e-16,0.823445,A
AL Chilton,0.30203497,0.012635219,0.72181475,A
AL Choctaw,0.51880467,0.087738566,0.4612692,C
AL Clarke,0.5677017,0.09915639,0.4049455,C
AL Clay,0.28663903,1.3215708e-16,0.7677499,A
AL Cleburne,0.23245306,2.1263305e-11,0.81184316,A
AL Coffee,0.22906503,0.13395187,0.66900456,A
AL Colbert,0.29736745,0.115554936,0.6366274,A
AL Conecuh,0.6189445,3.1931344e-5,0.49122983,C
AL Coosa,0.4481166,0.043265834,0.55361366,C
AL Covington,0.2706431,0.013333943,0.75618327,A
AL Crenshaw,0.39805543,0.050981626,0.59530044,A
AL Cullman,0.14529763,2.3051838e-16,0.889404,A
AL Dale,0.29585427,0.09248989,0.6428827,A
AL Dallas,0.86210585,0.17895441,0.09680607,C
AL DeKalb,0.29484138,0.006791501,0.7302815,A
AL Elmore,0.22490944,0.12903918,0.65066886,A
AL Escambia,0.4405411,0.00062640983,0.61125344,A
AL Etowah,0.3624715,0.07254503,0.6278883,A
AL Fayette,0.2721406,1.3215708e-16,0.7747787,A
AL Franklin,0.3622627,0.029966008,0.6579541,A
AL Geneva,0.27940878,1.3215708e-16,0.7732524,A
AL Greene,0.909173,0.112417296,0.09836925,C
AL Hale,0.6859678,0.10965087,0.27791074,C
AL Henry,0.3361096,0.089204155,0.61840683,A
AL Houston,0.30747533,0.119069956,0.6202473,A
AL Jackson,0.23132835,1.3215708e-16,0.8074661,A
AL Jefferson,0.47935358,0.35424376,0.24963734,C
AL Lamar,0.25823286,1.3215708e-16,0.7877777,A
AL Lauderdale,0.21193945,0.14422105,0.67205185,A
AL Lawrence,0.28540105,0.010308007,0.73994315,A
AL Lee,0.26655802,0.31935638,0.38824648,B
AL Limestone,0.15593402,0.121499516,0.71169156,A
AL Lowndes,0.8877153,0.15126409,0.09679701,C
AL Macon,0.8788374,0.24473585,1.8983646e-16,C
AL Madison,0.23310521,0.38045186,0.41548038,B
AL Marengo,0.61259985,0.14004283,0.33080092,C
AL Marion,0.2348125,1.3215708e-16,0.81099004,A
AL Marshall,0.28155226,0.068606585,0.69945914,A
AL Mobile,0.4369387,0.21290052,0.40262222,C
AL Monroe,0.54609257,0.05354805,0.4908807,C
AL Montgomery,0.58289707,0.39059064,0.10949609,C
AL Morgan,0.23748967,0.12284446,0.6796744,A
AL Perry,0.81753975,0.11797834,0.16190071,C
AL Pickens,0.53212446,0.08386919,0.42936793,C
AL Pike,0.47387585,0.18480255,0.39637086,C
AL Randolph,0.36085325,0.022856375,0.66899425,A
AL Russell,0.54455805,0.18336716,0.29312852,C
AL St Clair,0.14398903,0.0692412,0.77989846,A
AL Shelby,0.054463413,0.31386822,0.6122194,A
AL Sumter,0.8043377,0.16470061,0.12820844,C
AL Talladega,0.45738065,0.103878796,0.47705,C
AL Tallapoosa,0.43356636,0.09057846,0.56130606,C
AL Tuscaloosa,0.34259117,0.25605834,0.4127236,C
AL Walker,0.29635805,1.3215708e-16,0.78233284,A
AL Washington,0.41532192,0.0062933536,0.6132771,A
AL Wilcox,0.8812792,0.082887515,0.17263746,C
AL Winston,0.21642904,1.3215708e-16,0.8433716,A
AK Fairbanks North Star,0.09867894,0.47536924,0.3762288,B
AK Denali,0.043526627,0.5588816,0.42449793,B
AK Yukon-Koyukuk,0.6291064,0.27632946,0.24094287,C
AK Southeast Fairbanks,0.19087012,0.38853073,0.43162626,B
AK Valdez-Cordova,0.13842769,0.5252694,0.39086163,B
AK Matanuska-Susitna,0.11241774,0.41632724,0.43279013,B
AK Anchorage,0.16672885,0.5601955,0.27229613,B
AK Kenai Peninsula,0.13599268,0.42203587,0.43783683,B
AK Kodiak Island,0.16530411,0.54567933,0.27758616,B
AK Yakutat,0.3432145,0.38132063,0.33545277,B
AK Juneau,0.08993471,0.6208902,0.29272708,B
