AL Autauga,0.79144675,0.0060214014,0.18630977,0.16232227,A
AL Baldwin,0.76703095,0.05803431,0.09257497,0.19374359,A
AL Barbour,0.30993265,0.104644485,0.56775475,0.10897909,D
AL Bibb,0.7977337,0.0020091129,0.31882775,0.028153405,A
AL Blount,1.0,0.022710904,0.1301244,0.02931665,A
AL Bullock,3.942698e-9,0.0039997897,0.9117394,0.18894422,D
AL Butler,0.39304242,0.08739137,0.5928905,0.08825435,D
AL Calhoun,0.680277,0.004709241,0.35218078,0.12533167,A
AL Chambers,0.47011936,0.073821366,0.52728903,0.07650228,D
AL Cherokee,0.8083304,0.1624779,0.2134538,3.9567958e-14,A
AL Chilton,0.8537508,0.005721947,0.28324628,0.039476763,A
AL Choctaw,0.30939642,0.2375468,0.5193327,0.04638519,D
AL Clarke,0.38393873,0.09846062,0.5641347,0.08843622,D
AL Clay,0.7552489,0.14067435,0.28066716,9.710679e-17,A
AL Cleburne,0.74651706,0.1964428,0.21798825,3.2274026e-9,A
AL Coffee,0.75686693,0.056028508,0.20708534,0.1339028,A
AL Colbert,0.72858924,0.042161573,0.2762678,0.122040614,A
AL Conecuh,0.448026,0.12377533,0.61503845,0.00027714024,D
AL Coosa,0.4080194,0.24588554,0.44766197,0.0045721647,D
AL Covington,0.76346314,0.1316427,0.26360786,0.0066025546,A
AL Crenshaw,0.50957257,0.19067779,0.39708835,0.026817946,A
AL Cullman,0.9855847,0.07881181,0.12989399,0.0056079766,A
AL Dale,0.7367053,0.036186177,0.27900958,0.10193079,A
AL Dallas,0.11738688,0.012744111,0.8457279,0.18379477,D
AL DeKalb,0.7905283,0.07686586,0.28270718,0.015817514,A
AL Elmore,0.7868673,0.003842777,0.20465223,0.14102624,A
AL Escambia,0.68211365,0.040890653,0.43433496,0.0133264735,A
AL Etowah,0.74413455,0.013850317,0.34158805,0.09074998,A
AL Fayette,0.764997,0.13616988,0.27003536,1.1245064e-13,A
AL Franklin,0.70362896,0.07410872,0.35199705,0.038361404,A
AL Geneva,0.80260706,0.111140154,0.2711528,1.7588395e-12,A
AL Greene,1.9875564e-12,0.13145027,0.9010246,0.09083771,D
AL Hale,0.27456042,0.06584412,0.67253053,0.10525133,D
AL Henry,0.63103426,0.109848626,0.32412297,0.07862971,A
AL Houston,0.7498109,0.00826754,0.28370675,0.13223879,A
AL Jackson,0.8556226,0.10058633,0.22586173,2.2642194e-16,A
AL Jefferson,0.361596,9.891544e-10,0.42604098,0.34717035,D
AL Lamar,0.7487259,0.15642886,0.2626545,9.710679e-17,A
AL Lauderdale,0.74245775,0.06841901,0.19353329,0.1422051,A
AL Lawrence,0.77610916,0.10334396,0.27457383,0.0091203395,A
AL Lee,0.4945426,0.00080727274,0.2388787,0.31506488,C
AL Limestone,0.8411176,0.016840924,0.13642538,0.13204621,A
AL Lowndes,1.5823072e-5,0.12280551,0.8768391,0.13289574,D
AL Macon,1.6860346e-16,5.57898e-16,0.8693785,0.25418258,D
AL Madison,0.5482668,0.00021629258,0.19322945,0.36933804,C
AL Marengo,0.28443483,0.113359846,0.6064222,0.12381942,D
AL Marion,0.80022067,0.14295603,0.23086286,9.710679e-17,A
AL Marshall,0.7766249,0.055273183,0.27143192,0.07760014,A
AL Mobile,0.52364904,2.524506e-8,0.39830476,0.21682277,D
AL Monroe,0.4610624,0.12313959,0.53942484,0.043079097,D
AL Montgomery,0.18449739,1.5467302e-9,0.53556436,0.38291746,D
AL Morgan,0.78401583,0.043159492,0.2140871,0.1285011,A
AL Perry,7.457208e-8,0.2028506,0.80998385,0.083799146,D
AL Pickens,0.36682647,0.14920579,0.5276072,0.059880644,D
AL Pike,0.45007133,0.03636399,0.45216438,0.18716142,D
AL Randolph,0.6409162,0.14758258,0.35752472,0.010620905,A
AL Russell,0.37910953,3.6806227e-8,0.5142305,0.18962197,D
AL St Clair,0.92675155,0.00097487704,0.12915507,0.09390491,A
AL Shelby,0.78100926,1.5040085e-8,0.023033561,0.29955018,A
AL Sumter,3.4872496e-6,0.1598061,0.79612726,0.13954753,D
AL Talladega,0.5689551,0.004670265,0.44517058,0.11721334,A
AL Tallapoosa,0.56555945,0.10299224,0.4218714,0.085917525,A
AL Tuscaloosa,0.5298713,0.00017316356,0.30857843,0.2566714,A
AL Walker,0.9457244,0.004464026,0.29307324,1.3617708e-5,A
AL Washington,0.5603189,0.15502048,0.41013345,0.00024262647,A
AL Wilcox,0.006035002,0.18987355,0.8747696,0.061164916,D
AL Winston,0.8846424,0.107435875,0.21214248,9.710679e-17,A
AK Fairbanks North Star,0.4173507,0.07279211,0.07677798,0.43304646,C
AK Denali,0.061305188,0.50398463,0.03849222,0.40493074,B
AK Yukon-Koyukuk,1.6860346e-16,0.43232688,0.58367383,0.11852841,D
AK Southeast Fairbanks,0.09485856,0.4713441,0.18132485,0.25391597,B
AK Valdez-Cordova,0.10086302,0.4083267,0.12282976,0.4076425,B
AK Matanuska-Susitna,0.4598369,0.093150675,0.09167508,0.3756251,C
AK Anchorage,0.38921425,9.7801916e-5,0.12683047,0.5278007,C
AK Kenai Peninsula,0.25690484,0.30291072,0.11912542,0.3322099,B
AK Kodiak Island,0.22021338,0.16164754,0.13042669,0.48698932,C
AK Yakutat,0.00018276996,0.48267543,0.31118727,0.24847393,B
AK Juneau,0.24795428,0.15546584,0.06056765,0.5503803,C
AK Hoonah-Angoon,1.4814624e-8,0.45785433,0.36211506,0.2451237,B
AK Skagway,0.015347418,0.48455364,0.018447943,0.45367804,B
AK Haines,0.0019392833,0.56648123,0.13428244,0.3125589,B
AK Prince of Wales-Hyder,0.0501019,0.37795827,0.36966836,0.23823987,D
AK Petersburg,0.06673965,0.41048792,0.16528292,0.34983274,B
AK Sitka,0.10779661,0.27512276,0.10246287,0.48659447,C
AK Ketchikan Gateway,0.2077299,0.25395945,0.15715401,0.40908566,C
AK Wrangell,0.0031203725,0.5158988,0.21166953,0.26849216,B
AK Aleutians East,0.0055170623,0.3224363,0.23259808,0.34768713,B
AK Dillingham,0.064939156,0.21857564,0.56000274,0.29514727,D
AK Aleutians West,0.11296191,0.20890035,0.1576689,0.43629026,C
AK Lake and Peninsula,8.7513065e-8,0.3971298,0.5264924,0.15426426,D
AK Bristol Bay,3.808454e-6,0.5567891,0.28182116,0.26868537,B
AK Bethel,0.115490526,0.079445235,0.6432792,0.26920307,D
AK Kusilvak,0.14763889,1.6602208e-7,0.9258773,0.15022713,D
AK Nome,0.034362204,0.25313115,0.5929028,0.23478109,D
AK Northwest Arctic,0.102318205,0.07849432,0.7406273,0.2463889,D
AK North Slope,0.13799648,0.18145713,0.37670058,0.30679426,D
AZ Apache,5.4850243e-5,0.2286611,0.67464894,0.1627557,D
AZ Cochise,0.44890255,0.07850645,0.24198411,0.29660457,C
AZ Coconino,0.1250516,0.10955525,0.26457527,0.47351807,C
AZ Gila,0.38182253,0.27271545,0.3052331,0.14704873,A
AZ Graham,0.4152709,0.1553975,0.28424567,0.19154756,A
AZ Greenlee,0.40476263,0.1688451,0.23938157,0.2141402,A
AZ La Paz,0.2623874,0.3912358,0.40600905,0.039452422,B
