"78: ESRI Demographics - Popn count (2015) (per 100,000)",3.7706818e-16,0.03886799,0.00022041568,0.0007354801,B
21: 2016 ELECTION - (%),0.59449565,0.195065,0.15717812,0.99816036,D
466: COVID_06-17-2020 - Case rate (per million) (per million),1.2633211e-5,0.052792117,0.06774589,0.0074073602,C
467: COVID_06-17-2020 - Death rate (per million) (per million),3.7706818e-16,0.07980596,0.10315249,3.176592e-16,C
468: COVID_06-17-2020 - Worst week - cases (weekly cases per million) (per million),0.002999264,0.009423742,0.025191475,0.004143648,C
469: COVID_06-17-2020 - Worst week - deaths (weekly deaths per million) (per million),0.04571986,0.021246767,0.08274745,0.021241002,C
470: COVID_05-7-2020 - Case rate (per million) (per million),5.943062e-7,0.031890165,0.02758252,0.002717822,B
471: COVID_05-7-2020 - Death rate (per million) (per million),3.7706818e-16,0.05738834,0.05480041,3.176592e-16,B
472: COVID_05-7-2020 - Worst week - cases (weekly cases per million) (per million),5.3763e-5,0.00804826,0.011283414,0.0034252559,C
473: COVID_05-7-2020 - Worst week - deaths (weekly deaths per million) (per million),0.00785436,0.05614677,0.0154923415,0.0037959518,B
"121: ESRI Demographics - Number of farms (per 100,000)",0.27548686,3.9136885e-16,0.010427511,0.06435026,A
81: ESRI Demographics - Popn density (2010) (ppl/mi2),3.7706818e-16,0.014065927,0.00040615673,5.109362e-5,B
79: ESRI Demographics - Popn density (2015) (ppl/mi2),3.7706818e-16,0.0141024245,0.00037814872,5.3232503e-5,B
"197: - Gun shops (per 100,000)",0.095996805,8.6002275e-11,0.009632228,0.03435901,A
"198: - All fire businesses (per 100,000)",0.10750725,1.279711e-6,0.010832596,0.04299009,A
266: County Health - Dentists (Dentist Rate),0.06598247,0.14409174,0.027512033,0.02813859,B
331: County Health - Demographics (% African American),3.7706818e-16,0.04451711,0.4158196,3.176592e-16,C
295: County Health - Premature age-adjusted mortality (Age-Adjusted Mortality (Hispanic)),0.17686738,0.092240304,0.16784364,0.18955928,A
"118: ESRI Demographics - Vacant housing (per 100,000)",0.136119,3.001263e-9,0.05470247,0.008034716,A
437: Cities - LargetCity-County popn ratio (ppl/mi2),2.2544556e-10,0.002335772,1.4601514e-7,5.032389e-6,B
"117: ESRI Demographics - Number of housing units (per 100,000)",0.2597769,0.053699166,0.117581405,0.070692725,A
"112: ESRI Demographics - Household (married w/o children) (per 100,000)",0.7734013,0.25832054,0.17327678,0.48198146,A
"122: ESRI Demographics - Average farm size (per 100,000)",0.027950149,0.00530667,0.01647004,0.0074480763,A
265: County Health - Primary care physicians (PCP Rate),0.12365589,0.213028,0.046993855,0.049293805,B
287: County Health - Air pollution - particulate matter (Average Daily PM2.5),0.19436558,0.35610223,0.33770692,0.4870197,A
308: County Health - HIV prevalence (HIV Prevalence Rate),0.020587126,0.073544964,0.17071834,0.002855418,C
"428: 2016 Crime - ROBBERY (per 100,000)",3.7706818e-16,0.117481485,0.1066766,3.176592e-16,B
"109: ESRI Demographics - Household (one male) (per 100,000)",0.25531366,0.084685214,0.13776778,0.07764436,A
216: CDC WONDER - Suicide rate (rate),0.13367502,0.03338376,0.09368599,0.11524529,A
203: USDA Rural Influence - RUCC_2013 (#),0.94889015,3.9136885e-16,0.47018987,0.27701834,A
"431: 2016 Crime - LARCENY (per 100,000)",0.016335651,0.42299262,0.31463012,0.22283092,B
"123: ESRI Demographics - Acreage of crops (per 100,000)",0.082954094,3.9136885e-16,0.0010393137,0.003428666,A
105: ESRI Demographics - Median age (male) (years),0.66681665,0.1950531,0.22138447,0.33657768,A
182: 2010 IRS Taxes - State-local taxes ($/person),0.05817818,0.11549758,0.03390347,0.054595795,B
"114: ESRI Demographics - Household (female w/ children) (per 100,000)",0.11013167,0.22033767,0.64517623,0.25052643,C
243: County Health - Premature death (Years of Potential Life Lost Rate (Hispanic)),0.04839994,0.012116818,0.038929325,0.049028732,A
316: County Health - Uninsured children (% Uninsured),0.2160534,0.087806016,0.14827967,0.25904694,A
"100: ESRI Demographics - Popn: Age 55-64 (per 100,000)",0.53718245,0.19517033,0.28913423,0.2807453,A
"83: ESRI Demographics - Popn: Black (per 100,000)",3.7706818e-16,0.035390634,0.40858608,3.176592e-16,C
104: ESRI Demographics - Median age (years),0.6683601,0.20570555,0.25377348,0.3486797,A
"86: ESRI Demographics - Popn: Hawaii/PI (per 100,000)",0.00041585386,0.006146258,0.000266296,0.000111792026,B
310: County Health - Limited access to healthy foods (% Limited Access),0.14635423,0.03520363,0.18582971,0.06393515,C
339: County Health - Demographics (% Rural),0.96577185,3.9136885e-16,0.4101643,0.5022296,A
"97: ESRI Demographics - Popn: Age 25-34 (per 100,000)",0.11540536,0.3693609,0.27802777,0.29421812,B
"102: ESRI Demographics - Popn: Age 75-84 (per 100,000)",0.36494666,0.07377165,0.14907977,0.16251999,A
399: Climate Change Survey - governor (%),0.28001982,0.5920571,0.6378011,0.0621276,B
"101: ESRI Demographics - Popn: Age 65-74 (per 100,000)",0.4505383,0.06542973,0.23025747,0.24280848,A
400: Climate Change Survey - governorOppose (%),0.42878968,0.18847221,0.01414986,0.82633716,D
"430: 2016 Crime - BURGLRY (per 100,000)",0.0017138041,0.08457215,0.19622503,0.09207256,C
