AL Autauga,0.028584657,0.20993122,0.15485089,0.72565687,A
AL Baldwin,0.13610981,0.21291502,0.06323603,0.6843716,A
AL Barbour,0.1349266,0.09466354,0.57307833,0.30058154,D
AL Bibb,0.056709036,0.04778711,0.27382535,0.7446714,A
AL Blount,0.047434364,0.07712231,0.048039973,0.9858285,A
AL Bullock,0.069408245,0.15073723,0.8784909,0.0006130025,D
AL Butler,0.14683072,0.06143172,0.59302616,0.3653606,D
AL Calhoun,0.033489324,0.15009777,0.32381493,0.64003146,A
AL Chambers,0.13591594,0.056453317,0.5252893,0.42954266,D
AL Cherokee,0.20307113,7.729643e-5,0.17661746,0.8120506,A
AL Chilton,0.018209653,0.08751041,0.21434067,0.8373628,A
AL Choctaw,0.32340497,0.00019183912,0.5264859,0.2913794,D
AL Clarke,0.1902115,0.04472601,0.5702503,0.33680114,D
AL Clay,0.14108916,6.843705e-5,0.24245867,0.7990099,A
AL Cleburne,0.23594646,0.002766799,0.15916766,0.77171904,A
AL Coffee,0.03999437,0.1868679,0.16144058,0.7535229,A
AL Colbert,0.11971716,0.1204012,0.25926554,0.65516824,A
AL Conecuh,0.14777999,0.000103638675,0.5966913,0.44449288,D
AL Coosa,0.2622938,0.004099448,0.42814493,0.43693954,D
AL Covington,0.1741423,0.010760864,0.2296923,0.749299,A
AL Crenshaw,0.22005634,0.023802388,0.36629716,0.53102916,A
AL Cullman,0.060660247,0.06229274,0.056242816,1.0,A
AL Dale,0.06422332,0.1291416,0.24892396,0.69654685,A
AL Dallas,0.06859281,0.13342863,0.8800388,0.08204482,D
AL DeKalb,0.01222116,0.09729678,0.18285498,0.8677197,A
AL Elmore,0.05677724,0.17133176,0.17190081,0.7134186,A
AL Escambia,0.065960735,0.022140255,0.40920144,0.6642957,A
AL Etowah,0.033778317,0.123217046,0.30029717,0.71853554,A
AL Fayette,0.16992438,5.6876397e-6,0.23121896,0.77276766,A
AL Franklin,0.008929422,0.120311104,0.25438637,0.7789478,A
AL Geneva,0.1380676,0.002346816,0.23263027,0.8094764,A
AL Greene,0.17573945,0.036704686,0.9157519,6.367157e-6,D
AL Hale,0.15699393,0.054313697,0.6865222,0.218319,D
AL Henry,0.19477612,0.06710201,0.30697605,0.573538,A
AL Houston,0.031048266,0.16614887,0.25541168,0.7020638,A
AL Jackson,0.11657722,0.0035689287,0.18402793,0.87389195,A
AL Jefferson,0.011289043,0.37661514,0.4346661,0.3084255,D
AL Lamar,0.17187466,3.428759e-10,0.21018079,0.7928114,A
AL Lauderdale,0.14538574,0.14663276,0.16970536,0.67459995,A
AL Lawrence,0.15077615,0.012182055,0.24593455,0.7485602,A
AL Lee,0.029706994,0.35132483,0.22287385,0.43068665,C
AL Limestone,0.028422471,0.1856316,0.0862796,0.8024747,A
AL Lowndes,0.17486636,0.08102324,0.89023715,0.00038413203,D
AL Macon,4.1161187e-5,0.21353048,0.91809046,4.7879935e-15,D
AL Madison,0.02149641,0.4245613,0.17105213,0.4740487,C
AL Marengo,0.21160522,0.07107119,0.6205167,0.23722498,D
AL Marion,0.14828971,3.663607e-5,0.1977769,0.8317849,A
AL Marshall,0.026412487,0.14669062,0.17643775,0.81876016,A
AL Mobile,0.011014463,0.24495187,0.39873976,0.47196066,D
AL Monroe,0.18148346,0.01680104,0.53826755,0.43951386,D
AL Montgomery,0.008284848,0.3939575,0.56161475,0.14514484,D
AL Morgan,0.04515226,0.18326588,0.15732643,0.7697465,A
AL Perry,0.26216972,0.026204426,0.83122355,0.0014521414,D
AL Pickens,0.20543271,0.030196141,0.5268914,0.354378,D
AL Pike,0.045517888,0.2020134,0.4458992,0.42726952,D
AL Randolph,0.18560895,0.012346185,0.32772171,0.637454,A
AL Russell,0.025693359,0.19144125,0.5245298,0.3400001,D
