Name,S1,S2
AL Autauga,230.04725331094,573.5754047583262
AL Baldwin,199.43368942283658,602.9482513137345
AL Barbour,284.42656345325395,526.6196612238609
AL Bibb,448.1194575529084,335.9465379185327
AL Blount,470.58892245380383,305.84111442590455
AL Bullock,273.94956694435257,530.5460285222324
AL Butler,288.80236962684563,520.465700100344
AL Calhoun,332.196809003984,465.6858430419243
AL Chambers,283.6856842227698,520.5190173248543
AL Cherokee,433.74111038111164,352.70871164656614
AL Chilton,338.2032277251919,455.1730155566679
AL Choctaw,428.9674975217926,359.75546204256545
AL Clarke,324.4483646916911,475.6516651477971
AL Clay,339.95939550961657,453.6432655670522
AL Cleburne,369.58848748280275,425.8913752571371
AL Coffee,434.84725534275026,352.2222964516403
AL Colbert,341.45319662666355,452.48045964198786
AL Conecuh,443.5832294329253,341.9393535529214
AL Coosa,350.4344551460999,438.6089049263939
AL Covington,346.7196580816352,449.55182946310396
AL Crenshaw,435.96067648851766,357.0013287020775
AL Cullman,455.4789419433596,329.30092257375014
AL Dale,569.4436883065106,210.73897843767878
AL Dallas,304.3201123808977,504.05595530946147
AL DeKalb,339.9758480034366,455.4357029891966
AL Elmore,304.8444176039437,491.8628538305126
AL Escambia,319.47764940073864,477.2750784849502
AL Etowah,307.1813848794074,495.51139670623235
AL Fayette,580.2293652557668,199.04630270963378
AL Franklin,319.29256806014246,486.02006442271323
AL Geneva,592.9037163536311,181.5720217011496
AL Greene,313.842398113248,486.49908177563174
AL Hale,253.28643685854615,548.5438913905368
AL Henry,325.0648036619286,466.75039659891604
AL Houston,311.39339450023556,480.15388095210466
AL Jackson,348.65359554877705,440.62072276845714
AL Jefferson,247.8894548690394,555.1223417783254
AL Lamar,603.1202466462539,168.16873066459902
AL Lauderdale,339.1349658037921,454.4997354485392
AL Lawrence,759.142006656257,6.05397256434291
AL Lee,281.987576372445,518.8850922387695
AL Limestone,568.6128046934709,206.91149958686472
AL Lowndes,274.50319958355107,535.8924459952208
AL Macon,288.3239363127667,511.0156083237957
AL Madison,326.02065065036925,466.36548101975603
AL Marengo,316.722583270204,488.8333946469553
AL Marion,329.0927154580849,473.12979583949
AL Marshall,300.9670153453051,498.7194759257424
AL Mobile,256.0231678615641,549.5017918952044
AL Monroe,338.04198510877717,458.30033524436675
AL Montgomery,260.9863536042358,548.0902635147041
AL Morgan,441.165698157522,346.8294823968624
AL Perry,574.8197929171555,201.91553957990942
AL Pickens,344.6277249942614,457.8143453700645
AL Pike,454.48439546261386,334.801176256144
AL Randolph,294.4816958271304,502.8037703602396
AL Russell,594.0483815207015,186.59723173257893
AL St Clair,349.14489057454364,437.0724913107882
AL Shelby,300.7147529918764,486.7262387769667
AL Sumter,262.2058011161447,539.4206067930168
AL Talladega,342.28782770848824,452.8491881136063
AL Tallapoosa,279.35621102176725,527.3019596042922
AL Tuscaloosa,289.2930357391798,510.8137673902025
AL Walker,426.45668084858715,370.858574164092
AL Washington,343.7966967832083,457.13798714645
AL Wilcox,263.2467761731651,535.1417481034871
AL Winston,459.5572367912387,333.2348515639999
AK Fairbanks North Star,297.9444220491889,460.60212053955615
AK Denali,673.8080655793633,0.0007216422140233899
AK Yukon-Koyukuk,554.7794615138874,199.1138914228809
AK Southeast Fairbanks,749.3659749199876,0.0012451708581775653
AK Valdez-Cordova,718.1920454411583,1.1260138383365276e-6
AK Matanuska-Susitna,398.1439733880913,354.2996548976427
AK Anchorage,354.20345514061256,418.4255039618313
