AL Autauga,0.26495314,0.76810306,A
AL Baldwin,0.29459593,0.73581666,A
AL Barbour,0.47250205,0.5513758,A
AL Bibb,0.4877903,0.51907104,A
AL Blount,0.4028804,0.60526603,A
AL Bullock,0.40153188,0.6214776,A
AL Butler,0.34259364,0.6906479,A
AL Calhoun,0.34237322,0.6909439,A
AL Chambers,0.3351631,0.6941182,A
AL Cherokee,0.47190338,0.5453,A
AL Chilton,0.3921665,0.6255305,A
AL Choctaw,0.7185474,0.27964088,B
AL Clarke,0.46203917,0.55901325,A
AL Clay,0.54102725,0.4680016,A
AL Cleburne,0.45378137,0.5626201,A
AL Coffee,0.4482161,0.5799468,A
AL Colbert,0.3759691,0.6521061,A
AL Conecuh,0.4689443,0.5521678,A
AL Coosa,0.46259284,0.54720604,A
AL Covington,0.400063,0.62441903,A
AL Crenshaw,0.46236193,0.56275976,A
AL Cullman,0.46678612,0.5465559,A
AL Dale,0.5289707,0.49153498,A
AL Dallas,0.3312794,0.7025956,A
AL DeKalb,0.4561288,0.5611227,A
AL Elmore,0.34756038,0.6787814,A
AL Escambia,0.3673906,0.6618185,A
AL Etowah,0.32909882,0.705814,A
AL Fayette,0.5971448,0.4086879,B
AL Franklin,0.4543486,0.57092035,A
AL Geneva,0.66303027,0.3471809,B
AL Greene,0.46698412,0.5319306,A
AL Hale,0.39748883,0.6180542,A
AL Henry,0.37170446,0.6565429,A
AL Houston,0.34770373,0.68472487,A
AL Jackson,0.47942963,0.5390983,A
AL Jefferson,0.18330367,0.85524225,A
AL Lamar,0.90900964,0.08334041,B
AL Lauderdale,0.37566912,0.6523946,A
AL Lawrence,0.67555785,0.33082172,B
AL Lee,0.32868743,0.697997,A
AL Limestone,0.65218645,0.35688832,B
AL Lowndes,0.42035544,0.5975797,A
AL Macon,0.32136896,0.7044325,A
AL Madison,0.33866626,0.6961575,A
AL Marengo,0.34696835,0.6839613,A
AL Marion,0.37108964,0.65274906,A
AL Marshall,0.38004276,0.6503113,A
AL Mobile,0.30100033,0.7365859,A
AL Monroe,0.48549014,0.5354551,A
AL Montgomery,0.29398277,0.7475425,A
AL Morgan,0.44999245,0.57677627,A
AL Perry,0.9709553,1.7909639e-5,B
AL Pickens,0.4606253,0.55980283,A
AL Pike,0.43457732,0.5951251,A
AL Randolph,0.45599672,0.56609035,A
AL Russell,0.6216549,0.39484975,B
AL St Clair,0.30542105,0.71006364,A
AL Shelby,0.25458747,0.7656623,A
AL Sumter,0.43220448,0.5892091,A
AL Talladega,0.3747637,0.65302575,A
AL Tallapoosa,0.3342343,0.69780177,A
AL Tuscaloosa,0.3353677,0.6964274,A
AL Walker,0.36829245,0.6536559,A
AL Washington,0.37446228,0.6502689,A
AL Wilcox,0.41106287,0.6056051,A
