AL Autauga,0.16353115,0.36100549,0.5244005,0.5108022,A
AL Baldwin,0.17850617,0.37892142,0.49483728,0.49806702,A
AL Barbour,0.20839532,0.6452959,0.63896877,0.06869162,D
AL Bibb,0.30826962,0.4571208,0.24590889,0.443087,B
AL Blount,0.29112542,0.34437582,0.21760143,0.5971788,A
AL Bullock,0.2674785,0.5329473,0.42003617,0.28395605,D
AL Butler,0.19059183,0.46862802,0.40626812,0.49048123,A
AL Calhoun,0.20659587,0.4242822,0.35476935,0.55632526,A
AL Chambers,0.18036993,0.47365272,0.42495733,0.47696635,A
AL Cherokee,0.28594607,0.50883543,0.19567333,0.4940839,B
AL Chilton,0.2407437,0.37511867,0.4440851,0.44008738,A
AL Choctaw,0.41680613,0.6142647,0.21133761,0.16543521,B
AL Clarke,0.23791407,0.56501967,0.38983196,0.33332962,D
AL Clay,0.33255282,0.46421945,0.3823069,0.27300325,D
AL Cleburne,0.2916388,0.5970825,0.37430283,0.22603866,D
AL Coffee,0.2688882,0.5226603,0.18298972,0.53574276,B
AL Colbert,0.22196554,0.45262688,0.36128756,0.49437487,A
AL Conecuh,0.2912862,0.5007438,0.18758188,0.507125,B
AL Coosa,0.24751289,0.5357421,0.38893622,0.32911402,D
AL Covington,0.2427191,0.45285335,0.33534947,0.48329613,A
AL Crenshaw,0.2765552,0.5222312,0.2053374,0.49877483,B
AL Cullman,0.27431822,0.53185123,0.1689177,0.51103,B
AL Dale,0.3284315,0.57141155,6.613782e-5,0.5699254,B
AL Dallas,0.19698296,0.4389362,0.37780473,0.53588045,A
AL DeKalb,0.2190512,0.59716386,0.3731195,0.34322837,D
AL Elmore,0.20974791,0.42692757,0.37524733,0.51901734,A
AL Escambia,0.22270392,0.43786228,0.36026433,0.5089728,A
AL Etowah,0.18680863,0.44249275,0.38210523,0.5452289,A
AL Fayette,0.40640828,0.5131407,1.700156e-5,0.48481652,B
AL Franklin,0.22423652,0.58534384,0.4037009,0.328301,D
AL Geneva,0.3832941,0.6547787,6.864056e-5,0.40064543,B
AL Greene,0.2682759,0.4868832,0.41042778,0.30431718,D
AL Hale,0.30204794,0.49029338,0.44899857,0.22705837,D
AL Henry,0.22895771,0.43334496,0.36490712,0.49782434,A
AL Houston,0.20654027,0.43629274,0.3606091,0.53881305,A
AL Jackson,0.24792163,0.5740321,0.36260882,0.33324957,D
AL Jefferson,0.15931804,0.15772715,0.5065578,0.7227614,A
AL Lamar,0.36630356,0.7176401,2.7446995e-5,0.36588982,B
AL Lauderdale,0.22767562,0.44132102,0.35071445,0.5061633,A
AL Lawrence,0.3848347,0.67115396,6.7409426e-5,0.37811443,B
AL Lee,0.18375649,0.447816,0.41092682,0.50520945,A
AL Limestone,0.3788415,0.6502623,9.693387e-5,0.40947288,B
AL Lowndes,0.33494097,0.5469291,0.47302267,0.10402032,D
AL Macon,0.18792304,0.4379304,0.3876921,0.5282355,A
AL Madison,0.21082586,0.4123777,0.344214,0.57306963,A
AL Marengo,0.20006445,0.45409834,0.39581,0.49603665,A
AL Marion,0.21499684,0.45853695,0.3904782,0.46455055,A
AL Marshall,0.2028142,0.5841214,0.38910732,0.38042188,D
AL Mobile,0.1788456,0.40887937,0.41440934,0.559389,A
AL Monroe,0.2641674,0.5448323,0.3743182,0.3275309,D
AL Montgomery,0.18320104,0.39344713,0.4069668,0.57968086,A
AL Morgan,0.27448392,0.49373186,0.18498585,0.5494441,B
AL Perry,0.75021094,0.43112794,0.00025194394,6.292489e-7,C
AL Pickens,0.25449884,0.51552314,0.408303,0.33393186,D
AL Pike,0.25766718,0.5238096,0.19600464,0.54124224,B
AL Randolph,0.22998925,0.5661226,0.41608757,0.32014403,D
AL Russell,0.34791744,0.6655973,0.00020050361,0.45268494,B
AL St Clair,0.19908452,0.19886504,0.41142145,0.6902667,A
AL Shelby,0.19006701,0.19586307,0.49008486,0.63287956,A
AL Sumter,0.2131596,0.5623951,0.44085857,0.32313675,D
AL Talladega,0.22858492,0.42915213,0.35477245,0.5116335,A
AL Tallapoosa,0.18460315,0.45927274,0.433239,0.4797039,A
AL Tuscaloosa,0.20080398,0.4207896,0.3725058,0.5484565,A
AL Walker,0.2599906,0.3590725,0.24783194,0.62168616,A
AL Washington,0.2211307,0.4514588,0.3768612,0.4763187,A
AL Wilcox,0.29742748,0.575488,0.43656248,0.17093208,D
AL Winston,0.27803585,0.5179142,0.1799708,0.5126844,B
AK Fairbanks North Star,0.24197799,0.39992312,0.34058857,0.52826923,A
AK Denali,0.7811248,0.005999247,1.1371195e-7,0.30553147,C
AK Yukon-Koyukuk,0.84767264,0.25007924,6.5148044e-5,5.519342e-8,C
AK Southeast Fairbanks,0.7913194,0.3688106,0.00019497775,2.108495e-6,C
AK Valdez-Cordova,0.641064,0.64455694,1.5181668e-6,0.0006938917,C
AK Matanuska-Susitna,0.35452726,0.30608904,0.30094847,0.4517729,B
AK Anchorage,0.25192222,0.27138415,0.3006863,0.67449,A
AK Kenai Peninsula,0.33949772,0.3970735,0.3203082,0.3895584,D
AK Kodiak Island,0.41103303,0.38248774,1.2900832e-5,0.59150743,B
AK Yakutat,0.94745404,1.3239868e-7,8.5357765e-9,1.2995373e-6,C
AK Juneau,0.41675714,0.45047086,1.8965038e-5,0.53948665,B
AK Hoonah-Angoon,0.8741442,0.00034655078,1.1088138e-7,0.14735322,C
AK Skagway,0.7566609,0.002219241,3.528531e-7,0.31885082,C
AK Haines,0.67326045,0.57420975,1.1233623e-6,6.2824845e-5,C
AK Prince of Wales-Hyder,0.37604493,0.1680156,6.009206e-6,0.82812357,B
AK Petersburg,0.29426062,0.14117661,0.35156423,0.6315313,A
AK Sitka,0.46909028,0.57864434,7.594499e-5,0.328328,B
AK Ketchikan Gateway,0.42366067,0.420348,2.3108643e-5,0.5468829,B
AK Wrangell,0.6675021,0.008791325,8.564245e-7,0.47832066,C
AK Aleutians East,0.946275,0.00081985374,5.530105e-7,1.2538652e-5,C
