"78: ESRI Demographics - Popn count (2015) (per 100,000)",0.37896153,0.46863064,0.33394298,A
21: 2016 ELECTION - (%),0.38894904,0.8494127,0.45986795,A
466: COVID_06-17-2020 - Case rate (per million) (per million),0.378422,0.505602,0.41230953,A
467: COVID_06-17-2020 - Death rate (per million) (per million),1.5805806e-16,2.1842057e-16,1.0,C
468: COVID_06-17-2020 - Worst week - cases (weekly cases per million) (per million),0.25140426,0.6054597,0.39105302,A
469: COVID_06-17-2020 - Worst week - deaths (weekly deaths per million) (per million),0.24612457,0.71591246,0.44129708,A
470: COVID_05-7-2020 - Case rate (per million) (per million),0.380098,0.38089687,0.41266388,A
471: COVID_05-7-2020 - Death rate (per million) (per million),1.5805806e-16,2.1842057e-16,0.8055341,C
472: COVID_05-7-2020 - Worst week - cases (weekly cases per million) (per million),0.2521356,0.36972687,0.39970264,A
473: COVID_05-7-2020 - Worst week - deaths (weekly deaths per million) (per million),1.5805806e-16,2.1842057e-16,0.405751,C
"121: ESRI Demographics - Number of farms (per 100,000)",0.24701577,0.81068885,0.38222128,A
81: ESRI Demographics - Popn density (2010) (ppl/mi2),0.3405317,0.38970917,0.3075699,A
79: ESRI Demographics - Popn density (2015) (ppl/mi2),0.34108508,0.38838726,0.30720192,A
"197: - Gun shops (per 100,000)",0.34220976,0.68844944,0.3541296,A
"198: - All fire businesses (per 100,000)",0.340924,0.70223784,0.3629968,A
266: County Health - Dentists (Dentist Rate),0.50487447,0.5350587,0.34972435,A
331: County Health - Demographics (% African American),0.37758198,0.61712205,0.41708198,A
295: County Health - Premature age-adjusted mortality (Age-Adjusted Mortality (Hispanic)),0.35811266,0.8030065,0.42166907,A
"118: ESRI Demographics - Vacant housing (per 100,000)",0.30503923,0.74328697,0.3791432,A
437: Cities - LargetCity-County popn ratio (ppl/mi2),0.26912683,0.25941435,0.21990049,A
"117: ESRI Demographics - Number of housing units (per 100,000)",0.35289934,0.77783173,0.4194382,A
"112: ESRI Demographics - Household (married w/o children) (per 100,000)",0.38605577,0.8357579,0.45547733,A
"122: ESRI Demographics - Average farm size (per 100,000)",0.25506094,0.68146586,0.34163398,A
265: County Health - Primary care physicians (PCP Rate),0.45572242,0.63123274,0.38465667,A
287: County Health - Air pollution - particulate matter (Average Daily PM2.5),0.40035042,0.79482615,0.455127,A
308: County Health - HIV prevalence (HIV Prevalence Rate),0.35214278,0.6778536,0.40733603,A
"428: 2016 Crime - ROBBERY (per 100,000)",0.7924626,2.1842057e-16,0.1888116,B
"109: ESRI Demographics - Household (one male) (per 100,000)",0.35581884,0.7822577,0.42380887,A
216: CDC WONDER - Suicide rate (rate),0.35693142,0.76468486,0.40190095,A
203: USDA Rural Influence - RUCC_2013 (#),0.16602111,1.0,0.2678934,A
"431: 2016 Crime - LARCENY (per 100,000)",0.5576558,0.60542595,0.35849133,A
"123: ESRI Demographics - Acreage of crops (per 100,000)",0.13803366,0.73824704,0.31912482,A
105: ESRI Demographics - Median age (male) (years),0.37922692,0.82641226,0.45122167,A
182: 2010 IRS Taxes - State-local taxes ($/person),0.45558986,0.5864198,0.3749937,A
"114: ESRI Demographics - Household (female w/ children) (per 100,000)",0.39460418,0.78906626,0.4472872,A
243: County Health - Premature death (Years of Potential Life Lost Rate (Hispanic)),0.324257,0.7288543,0.3803035,A
316: County Health - Uninsured children (% Uninsured),0.34787056,0.8051469,0.432365,A
"100: ESRI Demographics - Popn: Age 55-64 (per 100,000)",0.3805373,0.8195601,0.4479984,A
"83: ESRI Demographics - Popn: Black (per 100,000)",0.39716345,0.5730844,0.40962222,A
104: ESRI Demographics - Median age (years),0.38070267,0.82745755,0.45269692,A
