Name,S1,S2,S3,S4,S5,S6
AL Autauga,133.11461,61.773262,3.0086174e-8,1.41230614e-14,26.294716,15.697127
AL Baldwin,95.87732,80.79874,6.332067e-7,1.41230614e-14,42.78139,3.1586075
AL Barbour,97.72181,1.8841115,0.09151669,104.453674,40.70254,13.789724
AL Bibb,154.26816,31.633888,5.5018823e-5,43.614807,9.621512,8.789948
AL Blount,153.61467,63.21153,1.812633e-14,1.41230614e-14,13.2596035,2.2851858
AL Bullock,41.41818,2.1055643e-14,2.914228e-10,127.665245,39.292866,68.28185
AL Butler,132.57469,24.300863,4.494234,37.03577,9.455614,69.22683
AL Calhoun,174.53926,27.912119,0.043102093,1.3528991e-8,39.654366,4.7528896
AL Chambers,149.9453,17.761236,15.456088,25.136139,7.1503725,51.457577
AL Cherokee,143.3768,63.152714,1.4814478e-8,22.606104,0.076557,9.701023
AL Chilton,161.8753,36.035168,1.812633e-14,19.714603,20.767763,6.6034136
AL Choctaw,82.20656,24.977938,7.443254,97.96201,0.13060457,45.52608
AL Clarke,118.837616,9.984791,10.997327,64.94286,17.742287,23.536842
AL Clay,148.5464,52.988926,1.812633e-14,27.06756,1.0325576e-8,14.515491
AL Cleburne,129.24586,60.49455,1.3885186e-13,48.150745,7.4299096e-13,6.128446
AL Coffee,143.8217,55.48373,5.744693e-14,4.5046467e-10,30.332298,4.7966223
AL Colbert,154.86205,45.73325,14.426817,5.167725e-9,13.770281,12.337663
AL Conecuh,132.87648,15.705691,0.5154362,82.70513,2.2670166,32.42081
AL Coosa,107.4418,40.766,5.230344,77.41759,3.5349705,10.761707
AL Covington,167.2267,53.03139,5.9479927e-8,0.09621739,8.781921,17.464933
AL Crenshaw,120.550026,46.018932,4.7593454e-9,49.160423,7.4295187,32.076588
AL Cullman,167.11972,59.444893,1.812633e-14,1.41230614e-14,8.305158,3.4066808
AL Dale,151.58157,48.629505,1.1396714e-10,0.006165893,24.91278,17.071747
AL Dallas,100.76129,2.1055643e-14,3.0249812e-9,94.608055,49.773335,32.337734
AL DeKalb,160.48746,37.478626,1.812633e-14,16.660166,24.320559,7.494865
AL Elmore,138.76218,59.22346,4.14975e-9,1.41230614e-14,27.578825,15.5778675
AL Escambia,171.71785,23.522219,2.2703504e-9,16.807959,18.407873,19.354809
AL Etowah,174.15285,36.45509,2.4600151e-6,9.1969093e-10,27.93583,10.856015
AL Fayette,156.08824,49.38596,7.799907e-5,36.135902,2.5593712e-13,10.072323
AL Franklin,150.67944,35.077232,1.812633e-14,17.231167,31.529177,28.803291
AL Geneva,153.02122,49.707214,1.812633e-14,27.600863,8.652694,1.9065707
AL Greene,50.414715,2.1055643e-14,1.8251852e-8,148.01807,26.692215,56.741966
AL Hale,104.39076,2.1104814e-8,0.037321407,82.868004,24.909477,62.5383
AL Henry,136.1655,54.149006,1.5036526,14.565624,15.835021,12.614975
AL Houston,153.8669,42.745205,1.5378345e-6,5.564147e-13,33.81992,5.525374
AL Jackson,179.04512,51.27424,1.812633e-14,2.2767297e-5,6.917971,5.1636996
AL Jefferson,124.20151,2.610836,29.623243,1.41230614e-14,78.38088,12.132027
AL Lamar,151.0293,52.952667,7.7038534e-14,34.71012,2.2971706e-14,5.080773
AL Lauderdale,137.94955,52.066,19.87944,8.246858e-14,18.079285,4.8519487
AL Lawrence,170.76622,51.33936,4.250733e-6,3.1748133,12.442942,1.790035
AL Lee,102.30549,46.244373,0.0002171907,1.41230614e-14,70.271194,14.353398
AL Limestone,124.96314,69.746414,1.812633e-14,1.41230614e-14,29.678429,3.4302034
AL Lowndes,48.016247,2.9315925e-7,2.209126e-6,125.124954,23.958364,105.628685
AL Macon,61.161606,2.1055643e-14,7.3146186,118.87806,50.724144,30.145256
AL Madison,87.13298,43.83743,33.106274,1.41230614e-14,58.738373,2.0377045
AL Marengo,97.68061,8.695982,5.2038975,80.52557,28.877497,35.006447
AL Marion,156.71169,48.19578,1.812633e-14,25.148142,2.6750629e-12,26.834972
AL Marshall,159.07088,47.292824,1.812633e-14,1.4012657e-12,29.906126,15.673619
AL Mobile,144.18378,21.480698,0.003843486,1.41230614e-14,62.99219,19.716066
AL Monroe,136.42833,21.32968,3.9908588,55.917213,14.509071,15.667749
AL Montgomery,115.60864,3.2715201,16.690022,0.08355909,90.70257,27.180447
AL Morgan,148.22192,51.487076,1.5128159e-13,1.41230614e-14,37.08935,4.7394466
AL Perry,77.44918,2.1055643e-14,3.9881027e-9,143.2606,34.911213,30.09957
AL Pickens,117.637344,29.141594,2.3477092,61.727528,23.0828,21.47219
AL Pike,136.7175,23.34049,3.6268911,24.412907,49.537495,11.228661
AL Randolph,152.35767,46.719784,0.013341655,17.28142,8.732152,22.92872
AL Russell,148.66512,1.6684601,6.5829496,24.632376,58.737114,4.333324
AL St Clair,148.93402,63.09402,8.2069854e-12,1.41230614e-14,13.746996,5.5535164
AL Shelby,61.96985,94.61781,6.813805e-8,1.41230614e-14,44.31642,6.3504157
AL Sumter,62.574394,2.1055643e-14,0.031843707,116.7663,35.993866,57.37934
AL Talladega,173.21059,11.593931,15.421654,9.463854,29.241884,7.0195894
AL Tallapoosa,132.13206,37.225117,10.180118,14.142119,2.2797694,75.70226
