Name,S1,S2,S3,S4,Cluster
"COLUMN: 78 - Popn count (2015) (per 100,000)",0.0011877362894368141,7.432654889039594e-5,0.001088509384253492,0.03709259806712884,C
COLUMN: 21 | CATEGORY: '2016 ELECTION' | VARIABLE: '' | UNITS: '(%)'' | COVERAGE: '100.0%',0.7190688708578048,0.603017443103872,7.886957700530209e-5,0.06378788882699801,B
COLUMN: 998 | CATEGORY: 'COVID-19 (05-07-2020)' | VARIABLE: 'Case rate (per million)' | UNITS: 'Rate'' | COVERAGE: '100.0%',0.028795031748766266,3.270206667048412e-16,0.20695775317116227,0.029104501316397278,D
COLUMN: 999 | CATEGORY: 'COVID-19 (05-07-2020)' | VARIABLE: 'Death rate (per million)' | UNITS: 'Rate'' | COVERAGE: '100.0%',2.615103143896744e-16,3.270206667048412e-16,0.4261618844725585,3.582913205225286e-16,D
COLUMN: 1000 | CATEGORY: 'COVID-19 (05-07-2020)' | VARIABLE: 'Worst week - cases (weekly cases per million)' | UNITS: 'Rate'' | COVERAGE: '100.0%',0.017248657414064603,0.0009356909065286803,0.07898974102520848,3.582913205225286e-16,D
COLUMN: 1001 | CATEGORY: 'COVID-19 (05-07-2020)' | VARIABLE: 'Worst week - deaths (weekly deaths per million)' | UNITS: 'Rate'' | COVERAGE: '78.5%',2.615103143896744e-16,3.270206667048412e-16,0.2970603809033758,0.016550300811597928,D
COLUMN: 1002 | CATEGORY: 'COVID-19 (06-17-2020)' | VARIABLE: 'Case rate (per million)' | UNITS: 'Rate'' | COVERAGE: '100.0%',0.05687854062993374,0.018625649938871912,0.4018081584589458,0.09905861300633065,D
COLUMN: 1003 | CATEGORY: 'COVID-19 (06-17-2020)' | VARIABLE: 'Death rate (per million)' | UNITS: 'Rate'' | COVERAGE: '100.0%',2.615103143896744e-16,3.270206667048412e-16,0.6894512938925292,3.582913205225286e-16,D
COLUMN: 1004 | CATEGORY: 'COVID-19 (06-17-2020)' | VARIABLE: 'Worst week - cases (weekly cases per million)' | UNITS: 'Rate'' | COVERAGE: '95.7%',0.028716971527901966,0.01627411969966788,0.12763457377853094,0.004768387411424157,D
COLUMN: 1005 | CATEGORY: 'COVID-19 (06-17-2020)' | VARIABLE: 'Worst week - deaths (weekly deaths per million)' | UNITS: 'Rate'' | COVERAGE: '59.9%',0.11199476332821184,1.4496065710419337e-11,0.437585978492722,3.582913205225286e-16,D
COLUMN: 1006 | CATEGORY: 'COVID-19 (07-27-2020)' | VARIABLE: 'Case rate (per million)' | UNITS: 'Rate'' | COVERAGE: '100.0%',0.08641260864059849,0.3824396393059178,0.5413380678527187,0.426594935088048,D
COLUMN: 1007 | CATEGORY: 'COVID-19 (07-27-2020)' | VARIABLE: 'Death rate (per million)' | UNITS: 'Rate'' | COVERAGE: '100.0%',2.615103143896744e-16,3.270206667048412e-16,0.8770454363523982,2.14241386663592e-10,D
COLUMN: 1008 | CATEGORY: 'COVID-19 (07-27-2020)' | VARIABLE: 'Worst week - cases (weekly cases per million)' | UNITS: 'Rate'' | COVERAGE: '98.8%',0.032592801336897105,0.13241403003060825,0.14175648165863686,0.06818469798759787,D
COLUMN: 1009 | CATEGORY: 'COVID-19 (07-27-2020)' | VARIABLE: 'Worst week - deaths (weekly deaths per million)' | UNITS: 'Rate'' | COVERAGE: '70.5%',0.1221841090452705,0.12021098165466375,0.539123515412123,3.582913205225286e-16,D
COLUMN: 1010 | CATEGORY: 'COVID-19 (08-31-2020)' | VARIABLE: 'Case rate (per million)' | UNITS: 'Rate'' | COVERAGE: '100.0%',0.2040630128933572,0.9233465497790531,0.5945240047006894,0.585618414127728,D
COLUMN: 1011 | CATEGORY: 'COVID-19 (08-31-2020)' | VARIABLE: 'Death rate (per million)' | UNITS: 'Rate'' | COVERAGE: '100.0%',2.615103143896744e-16,0.22409707320585054,1.0,0.06201402986149914,D
COLUMN: 1012 | CATEGORY: 'COVID-19 (08-31-2020)' | VARIABLE: 'Worst week - cases (weekly cases per million)' | UNITS: 'Rate'' | COVERAGE: '99.5%',0.05986317715594059,0.24345947695957926,0.13524671751648681,0.05303133128534049,D
COLUMN: 1013 | CATEGORY: 'COVID-19 (08-31-2020)' | VARIABLE: 'Worst week - deaths (weekly deaths per million)' | UNITS: 'Rate'' | COVERAGE: '79.3%',0.11560726432956776,0.3602362475533171,0.3565700884444459,3.582913205225286e-16,D
