Name,S1,S2,S3,S4,S5,S6
"COLUMN:  78  - Popn count (2015) (per 100,000)",4.740772e-8,4.345147e-17,6.759682e-5,3.491014e-18,0.00028487618,5.3264303e-5
COLUMN: 21 | CATEGORY: '2016 ELECTION' | VARIABLE: '' | UNITS: '(%)'' | COVERAGE: '100.0%',0.00360409,0.00493834,0.0015553877,0.0016632966,0.0006899489,0.00026330262
COLUMN: 998 | CATEGORY: 'COVID-19 (05-07-2020)' | VARIABLE: 'Case rate (per million)' | UNITS: 'Rate'' | COVERAGE: '100.0%',2.0740522e-18,0.00016489324,0.00028045272,3.491014e-18,0.00021443497,0.0118422685
COLUMN: 999 | CATEGORY: 'COVID-19 (05-07-2020)' | VARIABLE: 'Death rate (per million)' | UNITS: 'Rate'' | COVERAGE: '100.0%',2.0740522e-18,2.341596e-18,2.7200104e-18,3.491014e-18,3.8154926e-18,0.024965778
COLUMN: 1000 | CATEGORY: 'COVID-19 (05-07-2020)' | VARIABLE: 'Worst week - cases (weekly cases per million)' | UNITS: 'Rate'' | COVERAGE: '100.0%',2.54453e-13,0.00014329115,5.6182253e-5,9.9119725e-6,3.8154926e-18,0.0045602615
COLUMN: 1001 | CATEGORY: 'COVID-19 (05-07-2020)' | VARIABLE: 'Worst week - deaths (weekly deaths per million)' | UNITS: 'Rate'' | COVERAGE: '78.5%',2.0740522e-18,2.341596e-18,0.00033573082,3.491014e-18,0.00094816444,0.015265455
COLUMN: 1002 | CATEGORY: 'COVID-19 (06-17-2020)' | VARIABLE: 'Case rate (per million)' | UNITS: 'Rate'' | COVERAGE: '100.0%',0.00010197118,0.00044307698,0.0002330292,3.491014e-18,0.001289245,0.022639766
COLUMN: 1003 | CATEGORY: 'COVID-19 (06-17-2020)' | VARIABLE: 'Death rate (per million)' | UNITS: 'Rate'' | COVERAGE: '100.0%',2.0740522e-18,2.341596e-18,2.7200104e-18,3.491014e-18,3.8154926e-18,0.040390022
COLUMN: 1004 | CATEGORY: 'COVID-19 (06-17-2020)' | VARIABLE: 'Worst week - cases (weekly cases per million)' | UNITS: 'Rate'' | COVERAGE: '95.7%',2.0740522e-18,0.00029841854,2.7200104e-18,0.00023408029,0.00016886219,0.007178385
COLUMN: 1005 | CATEGORY: 'COVID-19 (06-17-2020)' | VARIABLE: 'Worst week - deaths (weekly deaths per million)' | UNITS: 'Rate'' | COVERAGE: '59.9%',0.00015096598,0.00093426165,0.0005233485,0.0024887396,3.8154926e-18,0.021395944
COLUMN: 1006 | CATEGORY: 'COVID-19 (07-27-2020)' | VARIABLE: 'Case rate (per million)' | UNITS: 'Rate'' | COVERAGE: '100.0%',0.0013547156,0.0009477624,2.7200104e-18,1.2738624e-6,0.0068829004,0.030897658
COLUMN: 1007 | CATEGORY: 'COVID-19 (07-27-2020)' | VARIABLE: 'Death rate (per million)' | UNITS: 'Rate'' | COVERAGE: '100.0%',2.0740522e-18,2.341596e-18,2.7200104e-18,3.491014e-18,0.0007095054,0.049824834
COLUMN: 1008 | CATEGORY: 'COVID-19 (07-27-2020)' | VARIABLE: 'Worst week - cases (weekly cases per million)' | UNITS: 'Rate'' | COVERAGE: '98.8%',0.00023464298,0.00041562668,2.7200104e-18,0.00051536656,0.0014747544,0.008130576
COLUMN: 1009 | CATEGORY: 'COVID-19 (07-27-2020)' | VARIABLE: 'Worst week - deaths (weekly deaths per million)' | UNITS: 'Rate'' | COVERAGE: '70.5%',0.00019475674,0.0013746783,0.000381256,0.0031283917,3.8154926e-18,0.02764461
COLUMN: 1010 | CATEGORY: 'COVID-19 (08-31-2020)' | VARIABLE: 'Case rate (per million)' | UNITS: 'Rate'' | COVERAGE: '100.0%',0.0033534535,0.0017556851,2.7200104e-18,0.0017748544,0.010112587,0.034886267
COLUMN: 1011 | CATEGORY: 'COVID-19 (08-31-2020)' | VARIABLE: 'Death rate (per million)' | UNITS: 'Rate'' | COVERAGE: '100.0%',0.0006429816,2.341596e-18,2.7200104e-18,2.8279522e-17,0.0028965014,0.05777905
COLUMN: 1012 | CATEGORY: 'COVID-19 (08-31-2020)' | VARIABLE: 'Worst week - cases (weekly cases per million)' | UNITS: 'Rate'' | COVERAGE: '99.5%',0.00047731,0.00067726837,2.7200104e-18,0.0013102787,0.0014508636,0.007973735
COLUMN: 1013 | CATEGORY: 'COVID-19 (08-31-2020)' | VARIABLE: 'Worst week - deaths (weekly deaths per million)' | UNITS: 'Rate'' | COVERAGE: '79.3%',0.00040189218,0.001805253,1.6172756e-15,0.004003861,2.6150368e-11,0.019458639
COLUMN: 197 | CATEGORY: 'ATF' | VARIABLE: 'Gun shops' | UNITS: '(count)'' | COVERAGE: '97.9%',5.011011e-5,0.0005226665,6.6342946e-5,0.00027042264,3.8154926e-18,5.3033084e-18
COLUMN: 827 | CATEGORY: 'US Polciy Database' | VARIABLE: 'RNTGP Renter grace period or use of security deposit to pay rent renter_grace start date' | UNITS: 'Date'' | COVERAGE: '0.9%',2.0740522e-18,2.341596e-18,2.7200104e-18,3.491014e-18,3.8154926e-18,5.3033084e-18
COLUMN: 198 | CATEGORY: 'ATF' | VARIABLE: 'All fire busin-esses' | UNITS: '(count)'' | COVERAGE: '98.2%',6.0130973e-5,0.00060477847,8.601151e-5,0.00030139557,3.8154926e-18,5.3033084e-18
COLUMN: 336 | CATEGORY: 'County Health Rankings & Roadmaps (http://www.countyhealthrankings.org/explore-health-rankings)' | VARIABLE: 'Demographics' | UNITS: '% Non-Hispanic White'' | COVERAGE: '100.0%',0.0035848091,0.0052800514,0.0047641383,0.0005297005,3.8154926e-18,4.0786716e-9
