AL Autauga,0.67217946,0.18140252,0.48898515,A
AL Baldwin,0.6651272,0.18895693,0.48489153,A
AL Barbour,0.44395635,0.30409163,0.540432,B
AL Bibb,0.6621886,0.39362207,0.1858116,A
AL Blount,0.7593514,0.3276956,0.18581192,A
AL Bullock,0.852891,0.32961616,0.098025374,A
AL Butler,0.8644858,0.31567463,0.11122152,A
AL Calhoun,0.85762405,0.32327354,0.10742628,A
AL Chambers,0.86362165,0.31508824,0.11155749,A
AL Cherokee,0.6886689,0.3735955,0.20025843,A
AL Chilton,0.7621188,0.324649,0.18987185,A
AL Choctaw,0.38194403,0.6200515,0.14381163,C
AL Clarke,0.68560773,0.36849377,0.2107487,A
AL Clay,0.5722173,0.50057095,0.1301601,A
AL Cleburne,0.8458129,0.32962266,0.10738139,A
AL Coffee,0.68787813,0.36714816,0.21245237,A
AL Colbert,0.8531303,0.325654,0.10748118,A
AL Conecuh,0.6814367,0.38312382,0.19195719,A
AL Coosa,0.6779883,0.37502256,0.19986856,A
AL Covington,0.8455718,0.32955727,0.10867917,A
AL Crenshaw,0.6914764,0.36804327,0.20692168,A
AL Cullman,0.68198806,0.3681247,0.20908815,A
AL Dale,0.46998632,0.40301386,0.37514204,A
AL Dallas,0.8654856,0.31689316,0.10835791,A
AL DeKalb,0.6846034,0.36220163,0.21571486,A
AL Elmore,0.8576503,0.32174525,0.107632436,A
AL Escambia,0.8571189,0.32530338,0.10431777,A
AL Etowah,0.86229783,0.31944546,0.10855581,A
AL Fayette,0.42178038,0.48089758,0.30287573,C
AL Franklin,0.68586135,0.36322913,0.21902698,A
AL Geneva,0.10379532,0.41199377,0.72205555,B
AL Greene,0.62449515,0.42724437,0.16473842,A
AL Hale,0.8552603,0.32438222,0.09753154,A
AL Henry,0.8570116,0.3245911,0.10559136,A
AL Houston,0.8580113,0.32336965,0.10669694,A
AL Jackson,0.6817287,0.37125558,0.21022342,A
AL Jefferson,0.9586075,0.26184407,0.08789026,A
AL Lamar,0.45794964,0.4080652,0.37798116,A
AL Lauderdale,0.8507421,0.32687187,0.1081085,A
AL Lawrence,0.102019385,0.4135636,0.7206302,B
AL Lee,0.8636667,0.31476513,0.10766027,A
AL Limestone,0.38561392,0.48286217,0.343942,C
AL Lowndes,0.8260137,0.34629658,0.09770306,A
AL Macon,0.8668118,0.3130958,0.1062393,A
AL Madison,0.8559272,0.32487306,0.1072623,A
AL Marengo,0.8630364,0.31857908,0.107903756,A
AL Marion,0.85454756,0.32298535,0.10888523,A
AL Marshall,0.8538116,0.32089737,0.1140238,A
AL Mobile,0.8690916,0.31662676,0.10601829,A
AL Monroe,0.6801617,0.37794998,0.20002472,A
AL Montgomery,0.86989385,0.31703836,0.10582805,A
AL Morgan,0.6884348,0.3719942,0.20469649,A
AL Perry,2.7188501e-11,0.75810987,0.31507984,C
AL Pickens,0.7642276,0.39085904,0.10179291,A
AL Pike,0.6947689,0.36480236,0.20907056,A
AL Randolph,0.69024855,0.36572728,0.21033405,A
AL Russell,0.3897456,0.47441474,0.35334185,C
AL St Clair,0.9297396,0.27523607,0.09239679,A
AL Shelby,0.9431622,0.267922,0.09008684,A
AL Sumter,0.77143633,0.3824231,0.10598752,A
AL Talladega,0.8513928,0.32829657,0.10547144,A
AL Tallapoosa,0.8643463,0.31722495,0.10885529,A
AL Tuscaloosa,0.85894936,0.3231,0.105885655,A
AL Walker,0.77050376,0.32128924,0.18726829,A
AL Washington,0.8574382,0.32202572,0.107571915,A
AL Wilcox,0.8551916,0.3185861,0.106152356,A
AL Winston,0.6882968,0.36954445,0.20590283,A
AK Fairbanks North Star,0.84992254,0.3262107,0.10886901,A
AK Denali,0.467374,0.6420522,2.160051e-6,C
AK Yukon-Koyukuk,2.2084715e-12,0.7700963,0.2660733,C
AK Southeast Fairbanks,7.768248e-11,0.7573853,0.31084117,C
AK Valdez-Cordova,7.2852424e-10,0.9925366,8.809542e-6,C
AK Matanuska-Susitna,0.7281337,0.47697353,0.0050643454,A
AK Anchorage,0.8436233,0.40826067,0.0008275331,A
AK Kenai Peninsula,0.72442466,0.48385414,0.0057197046,A
AK Kodiak Island,0.3800912,0.57042664,0.21805677,C
AK Yakutat,2.0450728e-16,0.9269518,1.6406409e-13,C
AK Juneau,0.32524902,0.5658606,0.2882823,C
AK Hoonah-Angoon,0.42234778,0.66656,1.2310471e-7,C
AK Skagway,0.44808933,0.64608455,7.440597e-7,C
AK Haines,5.017017e-13,0.9854886,8.127933e-8,C
AK Prince of Wales-Hyder,0.62282836,0.5331042,0.019264076,A
AK Petersburg,0.8237132,0.4014845,0.00025402615,A
AK Sitka,0.19498755,0.6380393,0.30608362,C
AK Ketchikan Gateway,0.33934158,0.5607105,0.2732159,C
AK Wrangell,0.4664719,0.6402185,6.3826674e-6,C
AK Aleutians East,5.82916e-15,0.935633,3.2596398e-11,C
AK Dillingham,0.2775708,0.7880603,0.0029521931,C
AK Aleutians West,0.4048479,0.6976499,4.1525618e-5,C
AK Lake and Peninsula,4.638874e-16,0.94712096,2.5448354e-12,C
AK Bristol Bay,7.1179965e-11,0.9712906,1.10219204e-7,C
AK Bethel,0.6231313,0.53437674,0.02841449,A
AK Kusilvak,0.41968262,0.65305597,3.2909497e-7,C
AK Nome,0.34617442,0.5694263,0.25371516,C
AK Northwest Arctic,0.42639592,0.68272185,0.005322738,C
AK North Slope,0.5462904,0.6042926,0.00025953905,C
AZ Apache,0.83092445,0.41586527,0.0012684277,A
AZ Cochise,0.73789907,0.47897422,0.005436687,A
AZ Coconino,0.8461455,0.4057403,0.0007416942,A
AZ Gila,0.7314996,0.4837936,0.0045941784,A
AZ Graham,0.5293236,0.62111926,0.007638816,C
AZ Greenlee,0.6305198,0.5518374,0.0047746804,A
AZ La Paz,0.51958066,0.6221951,0.0012131849,C
AZ Maricopa,0.9137747,0.3547839,0.00028080365,A
AZ Mohave,0.83715105,0.41178733,0.0003326727,A
AZ Navajo,0.8389958,0.41110972,0.00090995844,A
AZ Pima,0.8499656,0.4007798,0.0008351831,A
AZ Pinal,0.90553945,0.35857219,0.0002865484,A
AZ Santa Cruz,0.5358942,0.62044436,0.0015472454,C
AZ Yavapai,0.8316883,0.41530138,0.000915907,A
AZ Yuma,0.8356915,0.41356713,0.00086000713,A
AR Arkansas,0.33020258,0.5740377,0.27343166,C
AR Ashley,0.7359697,0.48150072,0.003731172,A
AR Baxter,0.60636467,0.5504248,0.03194983,A
AR Benton,0.73536044,0.47991613,0.005277533,A
AR Boone,0.60951215,0.54763156,0.032626774,A
AR Bradley,0.8330506,0.41646713,0.0007326223,A
AR Calhoun,0.229707,0.8269993,6.6598213e-6,C
AR Carroll,0.7319134,0.48388898,0.004085752,A
AR Chicot,0.6112175,0.54313964,0.04021688,A
AR Clark,0.6216412,0.5460199,0.02443635,A
AR Clay,0.31607604,0.5783857,0.278861,C
AR Cleburne,0.7356719,0.47869805,0.005924022,A
AR Cleveland,0.15669753,0.7478619,0.19637994,C
AR Columbia,0.7295191,0.48482028,0.0048992224,A
AR Conway,0.6188351,0.547835,0.025629232,A
AR Craighead,0.7369887,0.47932294,0.004960945,A
AR Crawford,0.608883,0.55114794,0.028360758,A
AR Crittenden,0.9206358,0.35015315,5.8637957e-5,A
AR Cross,0.60475504,0.5449955,0.043317586,A
AR Dallas,0.6173029,0.5445577,0.029943932,A
AR Desha,0.32306987,0.5681368,0.2882186,C
AR Drew,0.8314152,0.41699573,0.00073972257,A
AR Faulkner,0.8338099,0.41393477,0.000807783,A
AR Franklin,0.62519264,0.5511528,0.01249652,A
AR Fulton,0.31371146,0.5760839,0.28322795,C
AR Garland,0.8317432,0.41741544,0.0007438294,A
AR Grant,0.60952234,0.54346704,0.037770797,A
AR Greene,0.6141275,0.543709,0.03347678,A
AR Hempstead,0.8368777,0.41304967,0.0010007564,A
AR Hot Spring,0.31757405,0.5736848,0.28223142,C
AR Howard,0.18050848,0.64077455,0.3259962,C
AR Independence,0.33269724,0.56782746,0.27806056,C
AR Izard,0.6006889,0.5458159,0.043375656,A
AR Jackson,0.3377659,0.57397026,0.2649524,C
AR Jefferson,0.850173,0.4048756,0.00023943128,A
AR Johnson,0.6091557,0.54392713,0.03896613,A
AR Lafayette,0.5230493,0.6207981,0.007249348,C
AR Lawrence,0.7315707,0.48161227,0.0059892945,A
AR Lee,0.71664834,0.49050996,0.004355472,A
AR Lincoln,0.63742596,0.54533887,0.007706673,A
AR Little River,0.4085324,0.70570093,0.009368608,C
AR Logan,0.31603792,0.5763873,0.28176814,C
AR Lonoke,0.32238254,0.5677549,0.28715613,C
AR Madison,0.007191957,0.580863,0.57900655,B
AR Marion,0.32739633,0.58163154,0.26145577,C
