78,0.57326394,0.7866892,A
21,0.58916694,0.8815872,A
466,0.64309704,0.6842773,A
467,0.8024119,1.7870697e-16,B
468,0.55527186,0.81749797,A
469,0.56154835,0.8496373,A
470,0.69856334,0.54611826,A
471,0.6566697,1.7870697e-16,B
472,0.6222066,0.5028541,A
473,0.37765494,0.23346192,B
121,0.54021925,0.8529613,A
81,0.56267077,0.76598704,A
79,0.56273925,0.76568025,A
197,0.5824773,0.79743505,A
198,0.57991606,0.80833924,A
266,0.6618716,0.6892941,A
331,0.59026855,0.8133576,A
295,0.57969385,0.86584014,A
118,0.5601522,0.8534495,A
437,0.5347903,0.73520213,A
117,0.57716,0.8620423,A
112,0.5884163,0.87778205,A
122,0.54285246,0.8306976,A
265,0.625791,0.7700283,A
287,0.59328026,0.8664472,A
308,0.5737261,0.8430816,A
428,1.0,1.7870697e-16,B
109,0.577787,0.86389506,A
216,0.5741231,0.8602911,A
203,0.28338498,1.0,A
431,0.65073067,0.7503692,A
123,0.506411,0.8282247,A
105,0.58652836,0.875249,A
182,0.64278877,0.71490496,A
114,0.5895993,0.86649007,A
243,0.5671175,0.84931475,A
316,0.577015,0.8695909,A
100,0.5865945,0.8733449,A
83,0.6021219,0.78695995,A
104,0.5870824,0.8755209,A
86,0.68894225,0.45366594,B
310,0.57185435,0.8525498,A
339,0.55980784,0.89237964,A
97,0.5892907,0.8655149,A
102,0.58063906,0.86793286,A
399,0.59201765,0.867221,A
101,0.58295685,0.8712786,A
400,0.5866248,0.8783571,A
430,0.6503485,0.72368735,A
462,0.5675829,0.8523663,A
258,0.6093632,0.7173722,A
427,0.8301367,0.310976,B
286,0.5804523,0.86834,A
432,0.70472527,0.61145884,A
168,0.58116704,0.8619082,A
106,0.58764684,0.8759187,A
377,0.5932224,0.8679356,A
314,0.5922803,0.86719954,A
180,0.6356261,0.703768,A
378,0.58569515,0.8792998,A
119,0.59082824,0.8792216,A
330,0.5825024,0.86934024,A
107,0.5868473,0.87074786,A
372,0.590611,0.8811457,A
285,0.59521806,0.82873875,A
398,0.5873149,0.8783867,A
98,0.5915886,0.8696034,A
370,0.5898849,0.88024795,A
461,0.5587767,0.8584158,A
96,0.5846298,0.85544854,A
383,0.59216213,0.86633873,A
133,0.5304669,0.8397902,A
368,0.58852875,0.8799513,A
425,0.6819259,0.67226785,A
452,0.55306536,0.85018915,A
358,0.589032,0.87893283,A
354,0.5868121,0.87896097,A
304,0.5864146,0.87320775,A
259,0.58223504,0.8481385,A
382,0.58593345,0.8779837,A
401,0.59125865,0.8623875,A
402,0.58784497,0.8780062,A
385,0.59313697,0.8691077,A
360,0.58782506,0.87842846,A
429,0.6891158,0.64860976,A
267,0.5980584,0.8037233,A
366,0.58699286,0.8788669,A
283,0.58886737,0.86677814,A
324,0.59642756,0.8644211,A
116,0.588793,0.86985576,A
364,0.58781177,0.8792456,A
336,0.59165275,0.8815445,A
333,0.58058655,0.8124928,A
386,0.5859237,0.8779604,A
392,0.5868689,0.8785585,A
288,0.5855266,0.8568464,A
108,0.58954626,0.8712553,A
115,0.5929276,0.87937444,A
407,0.58729064,0.87325126,A
179,0.64506906,0.7166014,A
70,0.6054476,0.7754737,A
439,0.6284148,0.73273677,A
151,0.57145745,0.8309686,A
433,0.9982035,1.7870697e-16,B
371,0.58737767,0.86271006,A
391,0.59226954,0.87035865,A
381,0.5930992,0.8728679,A
384,0.5881216,0.87964606,A
289,0.59517044,0.8805724,A
373,0.59060746,0.866521,A
84,0.5543738,0.8179647,A
374,0.58885306,0.8801116,A
293,0.5904138,0.86585,A
448,0.5557044,0.85241836,A
327,0.576615,0.8657852,A
275,0.59357345,0.88135433,A
459,0.56230414,0.85774475,A
217,0.5742382,0.8559583,A
394,0.58638245,0.8767759,A
426,0.68712384,1.7870697e-16,B
404,0.5886988,0.87765354,A
408,0.59157693,0.8759439,A
103,0.5820521,0.867851,A
99,0.5890822,0.8746179,A
397,0.59054345,0.8665017,A
71,0.59152937,0.8784585,A
403,0.59128785,0.8703969,A
380,0.5854891,0.8765615,A
454,0.5739265,0.8626708,A
361,0.58850026,0.86585355,A
69,0.59203273,0.87809134,A
326,0.5761022,0.8575115,A
210,0.58928037,0.8730612,A
311,0.5792108,0.86711735,A
362,0.5899026,0.880743,A
446,0.5618714,0.8473857,A
332,0.55440444,0.82897365,A
396,0.58678204,0.8762692,A
189,0.57017535,0.84697723,A
318,0.61131823,0.7719966,A
457,0.55664873,0.85715055,A
369,0.5883775,0.8659378,A
340,0.5850709,0.8643152,A
313,0.57586086,0.8703,A
273,0.5897517,0.877508,A
353,0.59086233,0.8694763,A
169,0.5846038,0.86358076,A
178,0.58769506,0.86572903,A
248,0.58537966,0.8621296,A
124,0.5475837,0.8326295,A
379,0.59283125,0.87330544,A
458,0.55444324,0.8600374,A
161,0.5576924,0.79312897,A
284,0.5916131,0.8426856,A
342,0.5891362,0.8768108,A
92,0.5905094,0.8742237,A
424,0.55595154,0.8242608,A
214,0.5895429,0.87236375,A
88,0.5830069,0.82762617,A
256,0.60304135,0.85687226,A
190,0.5689069,0.84221023,A
72,0.58189785,0.86461985,A
337,0.6278024,0.70379424,A
393,0.59055376,0.86858004,A
191,0.5653325,0.8399023,A
209,0.59012765,0.8721377,A
90,0.58609617,0.8722092,A
355,0.5896141,0.8669341,A
149,0.58031017,0.8614878,A
212,0.5896157,0.875706,A
195,0.61009663,0.84205693,A
395,0.58975,0.8678118,A
159,0.5697817,0.82069045,A
359,0.59172344,0.8710478,A
389,0.59063464,0.879761,A
419,0.57088786,0.7834505,A
93,0.59106785,0.8752545,A
356,0.59003586,0.87991315,A
390,0.5873573,0.8665085,A
388,0.5902842,0.86885226,A
348,0.58868045,0.87241733,A
262,0.5783146,0.86592966,A
367,0.58905697,0.8700388,A
276,0.59118575,0.874572,A
245,0.5849907,0.8662532,A
192,0.56598914,0.83757865,A
85,0.58576965,0.7952437,A
349,0.5883922,0.87206185,A
319,0.5876074,0.85604936,A
268,0.5814826,0.8671116,A
375,0.59118354,0.8722548,A
